

** [alpha] Launch Training on 20230812_1837 HPO desc: alpha_0.25_lambda_weight_0.1
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.25_lambda_weight_0.1.txt' mode='w' encoding='UTF-8'>"
}
@20230812_1839 @20230812_1839 [EP 1/250] lr: 9.97904353425838e-05, took: 114.48s (avg: 114.48s), ETA: 0d:7h:53m:6s [TRAIN] loss: 29851.8320, iou: 0.0087, f1: 0.0171 [EVAL] loss: 87540.9531, iou: 0.0026, f1: 0.0053
@20230812_1933 @20230812_1933 [EP 47/250] lr: 9.097856673179194e-05, took: 61.34s (avg: 61.34s), ETA: 0d:3h:26m:23s [TRAIN] loss: 340.4376, iou: 0.6278, f1: 0.7685 [EVAL] loss: 1087.7976, iou: 0.5364, f1: 0.6938
@20230812_1935 @20230812_1935 [EP 48/250] lr: 9.080425661522895e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:25m:22s [TRAIN] loss: 330.6655, iou: 0.6391, f1: 0.7772 [EVAL] loss: 1328.9620, iou: 0.5117, f1: 0.6721
@20230812_1936 @20230812_1936 [EP 49/250] lr: 9.063060861080885e-05, took: 62.42s (avg: 62.42s), ETA: 0d:3h:27m:42s [TRAIN] loss: 329.9273, iou: 0.6468, f1: 0.7829 [EVAL] loss: 1206.2260, iou: 0.5757, f1: 0.7259
@20230812_1937 @20230812_1937 [EP 50/250] lr: 9.045762271853164e-05, took: 61.27s (avg: 61.27s), ETA: 0d:3h:23m:20s [TRAIN] loss: 334.9249, iou: 0.6519, f1: 0.7868 [EVAL] loss: 1220.9408, iou: 0.5686, f1: 0.7200
@20230812_1938 @20230812_1938 [EP 51/250] lr: 9.028529893839732e-05, took: 61.34s (avg: 61.34s), ETA: 0d:3h:22m:19s [TRAIN] loss: 348.8831, iou: 0.6598, f1: 0.7927 [EVAL] loss: 1432.6254, iou: 0.5323, f1: 0.6892
@20230812_1939 @20230812_1939 [EP 52/250] lr: 9.011362999444827e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:21m:18s [TRAIN] loss: 366.4243, iou: 0.6609, f1: 0.7935 [EVAL] loss: 1200.7148, iou: 0.5792, f1: 0.7287
@20230812_1940 @20230812_1940 [EP 53/250] lr: 8.994261588668451e-05, took: 61.27s (avg: 61.27s), ETA: 0d:3h:20m:17s [TRAIN] loss: 372.6823, iou: 0.6632, f1: 0.7952 [EVAL] loss: 1009.5659, iou: 0.6302, f1: 0.7684
@20230812_1942 @20230812_1942 [EP 54/250] lr: 8.97722493391484e-05, took: 61.31s (avg: 61.31s), ETA: 0d:3h:19m:16s [TRAIN] loss: 359.6698, iou: 0.6747, f1: 0.8036 [EVAL] loss: 1192.3837, iou: 0.5598, f1: 0.7130
@20230812_1943 @20230812_1943 [EP 55/250] lr: 8.960252307588235e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:18m:15s [TRAIN] loss: 340.6594, iou: 0.6864, f1: 0.8120 [EVAL] loss: 1368.8256, iou: 0.5115, f1: 0.6722
@20230812_1944 @20230812_1944 [EP 56/250] lr: 8.943343709688634e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:17m:14s [TRAIN] loss: 332.8558, iou: 0.6969, f1: 0.8195 [EVAL] loss: 1345.2423, iou: 0.5369, f1: 0.6932
@20230812_1945 @20230812_1945 [EP 57/250] lr: 8.926499140216038e-05, took: 62.33s (avg: 62.33s), ETA: 0d:3h:19m:26s [TRAIN] loss: 325.8941, iou: 0.7050, f1: 0.8252 [EVAL] loss: 1091.8257, iou: 0.6255, f1: 0.7645
@20230812_1946 @20230812_1946 [EP 58/250] lr: 8.909717871574685e-05, took: 61.42s (avg: 61.42s), ETA: 0d:3h:15m:12s [TRAIN] loss: 314.9884, iou: 0.7141, f1: 0.8315 [EVAL] loss: 1173.4358, iou: 0.6197, f1: 0.7608
@20230812_1947 @20230812_1947 [EP 59/250] lr: 8.892999176168814e-05, took: 61.55s (avg: 61.55s), ETA: 0d:3h:14m:11s [TRAIN] loss: 313.7889, iou: 0.7207, f1: 0.8361 [EVAL] loss: 1154.8779, iou: 0.6114, f1: 0.7544
@20230812_1948 @20230812_1948 [EP 60/250] lr: 8.876343053998426e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:13m:10s [TRAIN] loss: 315.7342, iou: 0.7193, f1: 0.8351 [EVAL] loss: 1322.6133, iou: 0.5819, f1: 0.7304
@20230812_1949 @20230812_1949 [EP 61/250] lr: 8.859749505063519e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:12m:9s [TRAIN] loss: 318.9370, iou: 0.7311, f1: 0.8432 [EVAL] loss: 1279.2723, iou: 0.6118, f1: 0.7538
@20230812_1950 @20230812_1950 [EP 62/250] lr: 8.843218529364094e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:11m:8s [TRAIN] loss: 320.4341, iou: 0.7381, f1: 0.8480 [EVAL] loss: 1287.6515, iou: 0.5995, f1: 0.7442
@20230812_1951 @20230812_1951 [EP 63/250] lr: 8.826747944112867e-05, took: 61.44s (avg: 61.44s), ETA: 0d:3h:10m:7s [TRAIN] loss: 327.0656, iou: 0.7416, f1: 0.8503 [EVAL] loss: 1188.4603, iou: 0.6117, f1: 0.7548
@20230812_1952 @20230812_1952 [EP 64/250] lr: 8.81033920450136e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:9m:6s [TRAIN] loss: 321.1522, iou: 0.7466, f1: 0.8537 [EVAL] loss: 1084.7456, iou: 0.5996, f1: 0.7452
@20230812_1953 @20230812_1953 [EP 65/250] lr: 8.793991582933813e-05, took: 61.40s (avg: 61.40s), ETA: 0d:3h:8m:5s [TRAIN] loss: 317.9953, iou: 0.7533, f1: 0.8582 [EVAL] loss: 1167.4381, iou: 0.6354, f1: 0.7724
@20230812_1954 @20230812_1954 [EP 66/250] lr: 8.777704351814464e-05, took: 61.32s (avg: 61.32s), ETA: 0d:3h:7m:4s [TRAIN] loss: 317.6945, iou: 0.7600, f1: 0.8626 [EVAL] loss: 1184.5400, iou: 0.6327, f1: 0.7704
@20230812_1955 @20230812_1955 [EP 67/250] lr: 8.76147678354755e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:6m:3s [TRAIN] loss: 333.4448, iou: 0.7559, f1: 0.8599 [EVAL] loss: 1369.6595, iou: 0.5822, f1: 0.7307
@20230812_1956 @20230812_1956 [EP 68/250] lr: 8.745309605728835e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:5m:2s [TRAIN] loss: 302.9626, iou: 0.7708, f1: 0.8697 [EVAL] loss: 1386.4739, iou: 0.6065, f1: 0.7500
@20230812_1957 @20230812_1957 [EP 69/250] lr: 8.729202090762556e-05, took: 61.38s (avg: 61.38s), ETA: 0d:3h:4m:1s [TRAIN] loss: 286.4588, iou: 0.7823, f1: 0.8770 [EVAL] loss: 1256.0088, iou: 0.6539, f1: 0.7851
@20230812_1959 @20230812_1959 [EP 70/250] lr: 8.713153511052951e-05, took: 61.30s (avg: 61.30s), ETA: 0d:3h:3m:0s [TRAIN] loss: 280.9485, iou: 0.7873, f1: 0.8802 [EVAL] loss: 1010.2589, iou: 0.7041, f1: 0.8215
@20230812_2000 @20230812_2000 [EP 71/250] lr: 8.697163866600022e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:1m:59s [TRAIN] loss: 280.8051, iou: 0.7918, f1: 0.8830 [EVAL] loss: 995.6238, iou: 0.6869, f1: 0.8101
@20230812_2001 @20230812_2001 [EP 72/250] lr: 8.681233157403767e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:0m:58s [TRAIN] loss: 281.7389, iou: 0.7934, f1: 0.8840 [EVAL] loss: 1160.3085, iou: 0.6591, f1: 0.7898
@20230812_2002 @20230812_2002 [EP 73/250] lr: 8.665360655868426e-05, took: 61.51s (avg: 61.51s), ETA: 0d:2h:59m:57s [TRAIN] loss: 290.5887, iou: 0.7960, f1: 0.8856 [EVAL] loss: 1076.6102, iou: 0.6870, f1: 0.8092
@20230812_2003 @20230812_2003 [EP 74/250] lr: 8.649545634398237e-05, took: 61.32s (avg: 61.32s), ETA: 0d:2h:58m:56s [TRAIN] loss: 293.5267, iou: 0.7929, f1: 0.8837 [EVAL] loss: 1104.0773, iou: 0.6756, f1: 0.8013
@20230812_2004 @20230812_2004 [EP 75/250] lr: 8.633789548184723e-05, took: 61.46s (avg: 61.46s), ETA: 0d:2h:57m:55s [TRAIN] loss: 294.9170, iou: 0.7981, f1: 0.8870 [EVAL] loss: 981.4536, iou: 0.6858, f1: 0.8097
@20230812_2005 @20230812_2005 [EP 76/250] lr: 8.618089486844838e-05, took: 61.48s (avg: 61.48s), ETA: 0d:2h:56m:54s [TRAIN] loss: 287.0031, iou: 0.8056, f1: 0.8917 [EVAL] loss: 1003.7168, iou: 0.7019, f1: 0.8201
@20230812_2006 @20230812_2006 [EP 77/250] lr: 8.602446905570105e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:55m:53s [TRAIN] loss: 279.1562, iou: 0.8112, f1: 0.8951 [EVAL] loss: 1090.6989, iou: 0.6489, f1: 0.7820
@20230812_2007 @20230812_2007 [EP 78/250] lr: 8.586860349169001e-05, took: 61.36s (avg: 61.36s), ETA: 0d:2h:54m:52s [TRAIN] loss: 278.3828, iou: 0.8148, f1: 0.8973 [EVAL] loss: 1023.7614, iou: 0.6997, f1: 0.8186
@20230812_2008 @20230812_2008 [EP 79/250] lr: 8.571330545237288e-05, took: 61.38s (avg: 61.38s), ETA: 0d:2h:53m:51s [TRAIN] loss: 284.1404, iou: 0.8159, f1: 0.8980 [EVAL] loss: 1528.3405, iou: 0.5936, f1: 0.7389
@20230812_2009 @20230812_2009 [EP 80/250] lr: 8.555856766179204e-05, took: 61.32s (avg: 61.32s), ETA: 0d:2h:52m:50s [TRAIN] loss: 292.8260, iou: 0.8156, f1: 0.8979 [EVAL] loss: 1284.0555, iou: 0.6226, f1: 0.7615
@20230812_2010 @20230812_2010 [EP 81/250] lr: 8.540439011994749e-05, took: 61.32s (avg: 61.32s), ETA: 0d:2h:51m:49s [TRAIN] loss: 295.2808, iou: 0.8181, f1: 0.8994 [EVAL] loss: 1006.0060, iou: 0.7266, f1: 0.8372
@20230812_2012 @20230812_2012 [EP 82/250] lr: 8.525076555088162e-05, took: 61.45s (avg: 61.45s), ETA: 0d:2h:50m:48s [TRAIN] loss: 282.9235, iou: 0.8230, f1: 0.9024 [EVAL] loss: 1125.2098, iou: 0.6722, f1: 0.7997
@20230812_2013 @20230812_2013 [EP 83/250] lr: 8.509768667863682e-05, took: 61.40s (avg: 61.40s), ETA: 0d:2h:49m:47s [TRAIN] loss: 274.3712, iou: 0.8278, f1: 0.9053 [EVAL] loss: 1091.4410, iou: 0.6783, f1: 0.8043
@20230812_2014 @20230812_2014 [EP 84/250] lr: 8.49451680551283e-05, took: 61.33s (avg: 61.33s), ETA: 0d:2h:48m:46s [TRAIN] loss: 268.4642, iou: 0.8312, f1: 0.9074 [EVAL] loss: 1201.6582, iou: 0.6794, f1: 0.8041
@20230812_2015 @20230812_2015 [EP 85/250] lr: 8.479318785248324e-05, took: 61.47s (avg: 61.47s), ETA: 0d:2h:47m:45s [TRAIN] loss: 262.2879, iou: 0.8358, f1: 0.9101 [EVAL] loss: 1080.6964, iou: 0.6966, f1: 0.8161
@20230812_2016 @20230812_2016 [EP 86/250] lr: 8.464175334665924e-05, took: 61.31s (avg: 61.31s), ETA: 0d:2h:46m:44s [TRAIN] loss: 259.5902, iou: 0.8377, f1: 0.9112 [EVAL] loss: 1012.9108, iou: 0.7338, f1: 0.8410
