

** [alpha] Launch Training on 20230813_1706 HPO desc: alpha_0.5_lambda_weight_0.33
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 250,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.5_lambda_weight_0.33.txt' mode='w' encoding='UTF-8'>",
  "github_logging": "github_logging",
  "github_log_file": "logs/hpo/DLV3+_ResNet50_alpha_0.5_lambda_weight_0.2.txt"
}
@20230813_1708 @20230813_1708 [EP 1/250] lr: 9.97904353425838e-05, took: 112.08s (avg: 112.08s), ETA: 0d:7h:44m:48s [TRAIN] loss: 13161.1533, iou: 0.0047, f1: 0.0093 [EVAL] loss: 13255.5391, iou: 0.0029, f1: 0.0058
@20230813_1721 @20230813_1721 [EP 12/250] lr: 9.753146878210828e-05, took: 61.57s (avg: 61.57s), ETA: 0d:4h:1m:58s [TRAIN] loss: 596.6673, iou: 0.2839, f1: 0.4353 [EVAL] loss: 2336.2920, iou: 0.0973, f1: 0.1714
@20230813_1722 @20230813_1722 [EP 13/250] lr: 9.733116894494742e-05, took: 61.58s (avg: 61.58s), ETA: 0d:4h:0m:57s [TRAIN] loss: 591.7551, iou: 0.2973, f1: 0.4514 [EVAL] loss: 1589.8820, iou: 0.1641, f1: 0.2774
@20230813_1724 @20230813_1724 [EP 14/250] lr: 9.713169129099697e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:59m:56s [TRAIN] loss: 557.7724, iou: 0.3128, f1: 0.4696 [EVAL] loss: 1440.4972, iou: 0.2075, f1: 0.3396
@20230813_1725 @20230813_1725 [EP 15/250] lr: 9.69330285442993e-05, took: 61.58s (avg: 61.58s), ETA: 0d:3h:58m:55s [TRAIN] loss: 544.2288, iou: 0.3275, f1: 0.4864 [EVAL] loss: 1522.2377, iou: 0.1830, f1: 0.3054
@20230813_1726 @20230813_1726 [EP 16/250] lr: 9.673518070485443e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:57m:54s [TRAIN] loss: 536.3871, iou: 0.3393, f1: 0.5001 [EVAL] loss: 1647.4755, iou: 0.2085, f1: 0.3402
@20230813_1727 @20230813_1727 [EP 17/250] lr: 9.653813322074711e-05, took: 62.52s (avg: 62.52s), ETA: 0d:4h:0m:46s [TRAIN] loss: 514.9423, iou: 0.3526, f1: 0.5149 [EVAL] loss: 2615.4392, iou: 0.0683, f1: 0.1229
@20230813_1728 @20230813_1728 [EP 18/250] lr: 9.634190064389259e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:55m:52s [TRAIN] loss: 510.9826, iou: 0.3631, f1: 0.5264 [EVAL] loss: 1315.9407, iou: 0.2607, f1: 0.4093
@20230813_1729 @20230813_1729 [EP 19/250] lr: 9.614645387046039e-05, took: 61.52s (avg: 61.52s), ETA: 0d:3h:54m:51s [TRAIN] loss: 488.2762, iou: 0.3764, f1: 0.5404 [EVAL] loss: 1219.6326, iou: 0.2369, f1: 0.3781
@20230813_1730 @20230813_1730 [EP 20/250] lr: 9.595179290045053e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:53m:50s [TRAIN] loss: 474.2945, iou: 0.3893, f1: 0.5542 [EVAL] loss: 1538.2235, iou: 0.2110, f1: 0.3442
@20230813_1732 @20230813_1732 [EP 21/250] lr: 9.575792500982061e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:52m:49s [TRAIN] loss: 467.1139, iou: 0.3987, f1: 0.5640 [EVAL] loss: 1096.5565, iou: 0.2936, f1: 0.4495
@20230813_1733 @20230813_1733 [EP 22/250] lr: 9.556483564665541e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:51m:48s [TRAIN] loss: 453.4561, iou: 0.4048, f1: 0.5702 [EVAL] loss: 1687.3350, iou: 0.2305, f1: 0.3685
@20230813_1734 @20230813_1734 [EP 23/250] lr: 9.537252481095493e-05, took: 61.47s (avg: 61.47s), ETA: 0d:3h:50m:47s [TRAIN] loss: 466.2166, iou: 0.4179, f1: 0.5837 [EVAL] loss: 7953.5732, iou: 0.0774, f1: 0.1407
@20230813_1735 @20230813_1735 [EP 24/250] lr: 9.518098522676155e-05, took: 61.63s (avg: 61.63s), ETA: 0d:3h:49m:46s [TRAIN] loss: 492.8385, iou: 0.4181, f1: 0.5840 [EVAL] loss: 1236.5488, iou: 0.2729, f1: 0.4245
@20230813_1736 @20230813_1736 [EP 25/250] lr: 9.499021689407527e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:48m:45s [TRAIN] loss: 434.9825, iou: 0.4418, f1: 0.6074 [EVAL] loss: 1597.0516, iou: 0.2681, f1: 0.4196
@20230813_1737 @20230813_1737 [EP 26/250] lr: 9.480020526098087e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:47m:44s [TRAIN] loss: 433.3295, iou: 0.4526, f1: 0.6179 [EVAL] loss: 1431.0953, iou: 0.2479, f1: 0.3927
@20230813_1738 @20230813_1738 [EP 27/250] lr: 9.461095760343596e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:46m:43s [TRAIN] loss: 471.7512, iou: 0.4457, f1: 0.6115 [EVAL] loss: 2583.7964, iou: 0.1224, f1: 0.2139
@20230813_1739 @20230813_1739 [EP 28/250] lr: 9.442246664548293e-05, took: 61.71s (avg: 61.71s), ETA: 0d:3h:45m:42s [TRAIN] loss: 436.0251, iou: 0.4650, f1: 0.6299 [EVAL] loss: 1017.8758, iou: 0.3921, f1: 0.5607
@20230813_1740 @20230813_1740 [EP 29/250] lr: 9.423471783520654e-05, took: 61.73s (avg: 61.73s), ETA: 0d:3h:44m:41s [TRAIN] loss: 418.8813, iou: 0.4814, f1: 0.6451 [EVAL] loss: 1261.7919, iou: 0.3267, f1: 0.4875
@20230813_1741 @20230813_1741 [EP 30/250] lr: 9.404771844856441e-05, took: 61.46s (avg: 61.46s), ETA: 0d:3h:43m:40s [TRAIN] loss: 416.8122, iou: 0.4874, f1: 0.6507 [EVAL] loss: 1092.5898, iou: 0.3379, f1: 0.5013
@20230813_1742 @20230813_1742 [EP 31/250] lr: 9.386146120959893e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:42m:39s [TRAIN] loss: 476.0244, iou: 0.4718, f1: 0.6360 [EVAL] loss: 1676.3722, iou: 0.2665, f1: 0.4154
@20230813_1743 @20230813_1743 [EP 32/250] lr: 9.367593156639487e-05, took: 61.51s (avg: 61.51s), ETA: 0d:3h:41m:38s [TRAIN] loss: 400.2190, iou: 0.5101, f1: 0.6714 [EVAL] loss: 1592.6603, iou: 0.2647, f1: 0.4130
@20230813_1745 @20230813_1745 [EP 33/250] lr: 9.349114407086745e-05, took: 61.64s (avg: 61.64s), ETA: 0d:3h:40m:37s [TRAIN] loss: 376.6375, iou: 0.5243, f1: 0.6838 [EVAL] loss: 840.6254, iou: 0.4496, f1: 0.6179
@20230813_1746 @20230813_1746 [EP 34/250] lr: 9.330707689514384e-05, took: 62.45s (avg: 62.45s), ETA: 0d:3h:43m:12s [TRAIN] loss: 377.7930, iou: 0.5262, f1: 0.6854 [EVAL] loss: 1330.6359, iou: 0.3508, f1: 0.5156
@20230813_1747 @20230813_1747 [EP 35/250] lr: 9.312373731518164e-05, took: 62.03s (avg: 62.03s), ETA: 0d:3h:42m:10s [TRAIN] loss: 370.7523, iou: 0.5418, f1: 0.6990 [EVAL] loss: 995.6732, iou: 0.4152, f1: 0.5839
@20230813_1748 @20230813_1748 [EP 36/250] lr: 9.294111805502325e-05, took: 61.84s (avg: 61.84s), ETA: 0d:3h:37m:34s [TRAIN] loss: 375.2733, iou: 0.5447, f1: 0.7015 [EVAL] loss: 1704.5111, iou: 0.2124, f1: 0.3444
@20230813_1749 @20230813_1749 [EP 37/250] lr: 9.275921183871105e-05, took: 62.01s (avg: 62.01s), ETA: 0d:3h:40m:6s [TRAIN] loss: 384.7957, iou: 0.5422, f1: 0.6993 [EVAL] loss: 1609.3801, iou: 0.2498, f1: 0.3946
@20230813_1750 @20230813_1750 [EP 38/250] lr: 9.257801139028743e-05, took: 61.87s (avg: 61.87s), ETA: 0d:3h:35m:32s [TRAIN] loss: 386.7314, iou: 0.5595, f1: 0.7141 [EVAL] loss: 1964.5521, iou: 0.2655, f1: 0.4125
@20230813_1751 @20230813_1751 [EP 39/250] lr: 9.239752398571e-05, took: 61.85s (avg: 61.85s), ETA: 0d:3h:34m:31s [TRAIN] loss: 374.5336, iou: 0.5684, f1: 0.7214 [EVAL] loss: 1739.2159, iou: 0.2826, f1: 0.4353
@20230813_1752 @20230813_1752 [EP 40/250] lr: 9.221773507306352e-05, took: 61.71s (avg: 61.71s), ETA: 0d:3h:33m:30s [TRAIN] loss: 364.4094, iou: 0.5763, f1: 0.7280 [EVAL] loss: 1223.9463, iou: 0.4279, f1: 0.5953
@20230813_1753 @20230813_1753 [EP 41/250] lr: 9.203865192830563e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:32m:29s [TRAIN] loss: 352.6566, iou: 0.5872, f1: 0.7368 [EVAL] loss: 1278.0001, iou: 0.3843, f1: 0.5506
@20230813_1754 @20230813_1754 [EP 42/250] lr: 9.186025272356346e-05, took: 61.54s (avg: 61.54s), ETA: 0d:3h:31m:28s [TRAIN] loss: 338.6916, iou: 0.6025, f1: 0.7491 [EVAL] loss: 2195.6169, iou: 0.2166, f1: 0.3473
@20230813_1755 @20230813_1755 [EP 43/250] lr: 9.168255201075226e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:30m:27s [TRAIN] loss: 345.1499, iou: 0.6039, f1: 0.7502 [EVAL] loss: 33887.0195, iou: 0.0218, f1: 0.0418
@20230813_1756 @20230813_1756 [EP 44/250] lr: 9.150553523795679e-05, took: 61.66s (avg: 61.66s), ETA: 0d:3h:29m:26s [TRAIN] loss: 373.1985, iou: 0.5987, f1: 0.7463 [EVAL] loss: 1523.8297, iou: 0.3441, f1: 0.5074
@20230813_1757 @20230813_1757 [EP 45/250] lr: 9.132920968113467e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:28m:25s [TRAIN] loss: 345.3233, iou: 0.6191, f1: 0.7624 [EVAL] loss: 1540.5055, iou: 0.4071, f1: 0.5732
@20230813_1758 @20230813_1758 [EP 46/250] lr: 9.115355351241305e-05, took: 61.54s (avg: 61.54s), ETA: 0d:3h:27m:24s [TRAIN] loss: 327.7429, iou: 0.6367, f1: 0.7758 [EVAL] loss: 1034.6461, iou: 0.5279, f1: 0.6885
@20230813_1800 @20230813_1800 [EP 47/250] lr: 9.097856673179194e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:26m:23s [TRAIN] loss: 316.8894, iou: 0.6455, f1: 0.7824 [EVAL] loss: 1480.5653, iou: 0.3948, f1: 0.5617
@20230813_1801 @20230813_1801 [EP 48/250] lr: 9.080425661522895e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:25m:22s [TRAIN] loss: 312.3857, iou: 0.6502, f1: 0.7858 [EVAL] loss: 1356.1984, iou: 0.4140, f1: 0.5812
@20230813_1802 @20230813_1802 [EP 49/250] lr: 9.063060861080885e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:24m:21s [TRAIN] loss: 317.0093, iou: 0.6545, f1: 0.7891 [EVAL] loss: 738.7921, iou: 0.5792, f1: 0.7322
@20230813_1803 @20230813_1803 [EP 50/250] lr: 9.045762271853164e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:23m:20s [TRAIN] loss: 329.0164, iou: 0.6542, f1: 0.7887 [EVAL] loss: 1544.3607, iou: 0.4296, f1: 0.5947
@20230813_1804 @20230813_1804 [EP 51/250] lr: 9.028529893839732e-05, took: 61.55s (avg: 61.55s), ETA: 0d:3h:22m:19s [TRAIN] loss: 341.8516, iou: 0.6536, f1: 0.7884 [EVAL] loss: 1175.7572, iou: 0.4621, f1: 0.6286
@20230813_1805 @20230813_1805 [EP 52/250] lr: 9.011362999444827e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:21m:18s [TRAIN] loss: 335.0603, iou: 0.6663, f1: 0.7979 [EVAL] loss: 1329.7871, iou: 0.4256, f1: 0.5926
@20230813_1806 @20230813_1806 [EP 53/250] lr: 8.994261588668451e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:20m:17s [TRAIN] loss: 309.0988, iou: 0.6703, f1: 0.8004 [EVAL] loss: 620.4843, iou: 0.5937, f1: 0.7440
@20230813_1807 @20230813_1807 [EP 54/250] lr: 8.97722493391484e-05, took: 61.58s (avg: 61.58s), ETA: 0d:3h:19m:16s [TRAIN] loss: 298.2418, iou: 0.6981, f1: 0.8207 [EVAL] loss: 1166.4889, iou: 0.5104, f1: 0.6727
@20230813_1808 @20230813_1808 [EP 55/250] lr: 8.960252307588235e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:18m:15s [TRAIN] loss: 296.9908, iou: 0.7009, f1: 0.8227 [EVAL] loss: 1675.7865, iou: 0.4148, f1: 0.5808
@20230813_1809 @20230813_1809 [EP 56/250] lr: 8.943343709688634e-05, took: 61.60s (avg: 61.60s), ETA: 0d:3h:17m:14s [TRAIN] loss: 295.8588, iou: 0.7075, f1: 0.8273 [EVAL] loss: 1108.3827, iou: 0.5178, f1: 0.6800
@20230813_1811 @20230813_1811 [EP 57/250] lr: 8.926499140216038e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:16m:13s [TRAIN] loss: 287.9438, iou: 0.7128, f1: 0.8310 [EVAL] loss: 843.3345, iou: 0.6254, f1: 0.7677
@20230813_1812 @20230813_1812 [EP 58/250] lr: 8.909717871574685e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:15m:12s [TRAIN] loss: 287.1420, iou: 0.7198, f1: 0.8358 [EVAL] loss: 868.4894, iou: 0.5629, f1: 0.7185
@20230813_1813 @20230813_1813 [EP 59/250] lr: 8.892999176168814e-05, took: 61.68s (avg: 61.68s), ETA: 0d:3h:14m:11s [TRAIN] loss: 302.6748, iou: 0.6878, f1: 0.8126 [EVAL] loss: 1036.5642, iou: 0.5321, f1: 0.6922
@20230813_1814 @20230813_1814 [EP 60/250] lr: 8.876343053998426e-05, took: 61.49s (avg: 61.49s), ETA: 0d:3h:13m:10s [TRAIN] loss: 295.7669, iou: 0.7088, f1: 0.8281 [EVAL] loss: 784.3351, iou: 0.6189, f1: 0.7631
@20230813_1815 @20230813_1815 [EP 61/250] lr: 8.859749505063519e-05, took: 61.54s (avg: 61.54s), ETA: 0d:3h:12m:9s [TRAIN] loss: 303.0552, iou: 0.7236, f1: 0.8384 [EVAL] loss: 877.4434, iou: 0.5891, f1: 0.7397
@20230813_1816 @20230813_1816 [EP 62/250] lr: 8.843218529364094e-05, took: 62.62s (avg: 62.62s), ETA: 0d:3h:14m:16s [TRAIN] loss: 318.6535, iou: 0.7213, f1: 0.8368 [EVAL] loss: 857.4584, iou: 0.6038, f1: 0.7511
@20230813_1817 @20230813_1817 [EP 63/250] lr: 8.826747944112867e-05, took: 61.48s (avg: 61.48s), ETA: 0d:3h:10m:7s [TRAIN] loss: 294.8853, iou: 0.7391, f1: 0.8489 [EVAL] loss: 1428.7014, iou: 0.4494, f1: 0.6149
@20230813_1818 @20230813_1818 [EP 64/250] lr: 8.81033920450136e-05, took: 61.66s (avg: 61.66s), ETA: 0d:3h:9m:6s [TRAIN] loss: 285.0728, iou: 0.7472, f1: 0.8543 [EVAL] loss: 1003.0938, iou: 0.5431, f1: 0.7003
@20230813_1819 @20230813_1819 [EP 65/250] lr: 8.793991582933813e-05, took: 61.53s (avg: 61.53s), ETA: 0d:3h:8m:5s [TRAIN] loss: 284.5603, iou: 0.7529, f1: 0.8581 [EVAL] loss: 1375.9569, iou: 0.4751, f1: 0.6396
@20230813_1820 @20230813_1820 [EP 66/250] lr: 8.777704351814464e-05, took: 61.59s (avg: 61.59s), ETA: 0d:3h:7m:4s [TRAIN] loss: 274.8923, iou: 0.7609, f1: 0.8633 [EVAL] loss: 917.9350, iou: 0.5497, f1: 0.7069
@20230813_1821 @20230813_1821 [EP 67/250] lr: 8.76147678354755e-05, took: 61.65s (avg: 61.65s), ETA: 0d:3h:6m:3s [TRAIN] loss: 266.3580, iou: 0.7705, f1: 0.8696 [EVAL] loss: 1190.7721, iou: 0.5558, f1: 0.7117
@20230813_1822 @20230813_1822 [EP 68/250] lr: 8.745309605728835e-05, took: 61.45s (avg: 61.45s), ETA: 0d:3h:5m:2s [TRAIN] loss: 257.5665, iou: 0.7770, f1: 0.8738 [EVAL] loss: 1080.0763, iou: 0.5708, f1: 0.7246
@20230813_1823 @20230813_1823 [EP 69/250] lr: 8.729202090762556e-05, took: 61.55s (avg: 61.55s), ETA: 0d:3h:4m:1s [TRAIN] loss: 270.1114, iou: 0.7752, f1: 0.8724 [EVAL] loss: 3494.4827, iou: 0.0000, f1: 0.0000
@20230813_1824 @20230813_1824 [EP 70/250] lr: 8.713153511052951e-05, took: 61.50s (avg: 61.50s), ETA: 0d:3h:3m:0s [TRAIN] loss: 412.2454, iou: 0.7066, f1: 0.8253 [EVAL] loss: 865.6621, iou: 0.5779, f1: 0.7307
@20230813_1825 @20230813_1825 [EP 71/250] lr: 8.697163866600022e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:1m:59s [TRAIN] loss: 276.1531, iou: 0.7762, f1: 0.8733 [EVAL] loss: 992.5981, iou: 0.5713, f1: 0.7251
@20230813_1826 @20230813_1826 [EP 72/250] lr: 8.681233157403767e-05, took: 61.35s (avg: 61.35s), ETA: 0d:3h:0m:58s [TRAIN] loss: 256.5047, iou: 0.7836, f1: 0.8780 [EVAL] loss: 553.6221, iou: 0.7061, f1: 0.8269
@20230813_1828 @20230813_1828 [EP 73/250] lr: 8.665360655868426e-05, took: 61.53s (avg: 61.53s), ETA: 0d:2h:59m:57s [TRAIN] loss: 251.1985, iou: 0.7937, f1: 0.8844 [EVAL] loss: 515.5718, iou: 0.7429, f1: 0.8518
@20230813_1829 @20230813_1829 [EP 74/250] lr: 8.649545634398237e-05, took: 61.71s (avg: 61.71s), ETA: 0d:2h:58m:56s [TRAIN] loss: 251.6241, iou: 0.7966, f1: 0.8862 [EVAL] loss: 971.6615, iou: 0.6153, f1: 0.7597
@20230813_1830 @20230813_1830 [EP 75/250] lr: 8.633789548184723e-05, took: 61.48s (avg: 61.48s), ETA: 0d:2h:57m:55s [TRAIN] loss: 260.3931, iou: 0.7951, f1: 0.8853 [EVAL] loss: 854.6212, iou: 0.6289, f1: 0.7705
@20230813_1831 @20230813_1831 [EP 76/250] lr: 8.618089486844838e-05, took: 61.54s (avg: 61.54s), ETA: 0d:2h:56m:54s [TRAIN] loss: 255.6231, iou: 0.7984, f1: 0.8873 [EVAL] loss: 1026.1405, iou: 0.5964, f1: 0.7449
@20230813_1832 @20230813_1832 [EP 77/250] lr: 8.602446905570105e-05, took: 61.43s (avg: 61.43s), ETA: 0d:2h:55m:53s [TRAIN] loss: 263.5466, iou: 0.7978, f1: 0.8870 [EVAL] loss: 1339.7435, iou: 0.5235, f1: 0.6838
@20230813_1833 @20230813_1833 [EP 78/250] lr: 8.586860349169001e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:54m:52s [TRAIN] loss: 265.2959, iou: 0.7962, f1: 0.8859 [EVAL] loss: 969.4186, iou: 0.6019, f1: 0.7495
@20230813_1834 @20230813_1834 [EP 79/250] lr: 8.571330545237288e-05, took: 61.47s (avg: 61.47s), ETA: 0d:2h:53m:51s [TRAIN] loss: 254.4062, iou: 0.8021, f1: 0.8897 [EVAL] loss: 487.9604, iou: 0.7554, f1: 0.8600
@20230813_1835 @20230813_1835 [EP 80/250] lr: 8.555856766179204e-05, took: 61.57s (avg: 61.57s), ETA: 0d:2h:52m:50s [TRAIN] loss: 247.7950, iou: 0.8075, f1: 0.8930 [EVAL] loss: 1521.2556, iou: 0.4880, f1: 0.6512
@20230813_1837 @20230813_1837 [EP 81/250] lr: 8.540439011994749e-05, took: 61.41s (avg: 61.41s), ETA: 0d:2h:51m:49s [TRAIN] loss: 244.3662, iou: 0.8116, f1: 0.8955 [EVAL] loss: 738.1519, iou: 0.6875, f1: 0.8135
@20230813_1838 @20230813_1838 [EP 82/250] lr: 8.525076555088162e-05, took: 61.46s (avg: 61.46s), ETA: 0d:2h:50m:48s [TRAIN] loss: 241.1394, iou: 0.8148, f1: 0.8975 [EVAL] loss: 689.7007, iou: 0.6938, f1: 0.8182
@20230813_1839 @20230813_1839 [EP 83/250] lr: 8.509768667863682e-05, took: 61.67s (avg: 61.67s), ETA: 0d:2h:49m:47s [TRAIN] loss: 242.9372, iou: 0.8155, f1: 0.8979 [EVAL] loss: 945.9269, iou: 0.6288, f1: 0.7698
@20230813_1840 @20230813_1840 [EP 84/250] lr: 8.49451680551283e-05, took: 61.49s (avg: 61.49s), ETA: 0d:2h:48m:46s [TRAIN] loss: 246.2460, iou: 0.8167, f1: 0.8986 [EVAL] loss: 738.9052, iou: 0.7014, f1: 0.8232
@20230813_1841 @20230813_1841 [EP 85/250] lr: 8.479318785248324e-05, took: 61.57s (avg: 61.57s), ETA: 0d:2h:47m:45s [TRAIN] loss: 244.9263, iou: 0.8190, f1: 0.9001 [EVAL] loss: 507.4899, iou: 0.7538, f1: 0.8590
