

** [alpha] Launch Training on 20230814_0205 HPO desc: alpha_0.75_lambda_weight_0.2
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": false,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 250,
  "resume": false,
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "early_stop": false,
  "lr_scheduling": "exp",
  "lr": 0.0001,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "hpo_params": [
    "alpha",
    "lambda_weight"
  ],
  "lambda_weight": [
    0.1,
    0.2,
    0.33
  ],
  "alpha": [
    0.25,
    0.5,
    0.75
  ],
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* HPO test\n*   20230811: \n*   20230812: init lr -> 0.0001\n",
  "numGPUs": 4,
  "finalEPOCH": 250,
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_HPO.yaml",
  "numTrainDB": 11830,
  "numEvalDB": 3600,
  "numTrainSteps": 211,
  "numEvalSteps": 64,
  "train": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "eval": {
    "loss": [],
    "iou": [],
    "f1": []
  },
  "dbg_file_logging": "dbg_file_logging",
  "log_file": "<_io.TextIOWrapper name='logs/hpo_history_log/20230812_1837/hpo_log_DLV3+_ResNet50_alpha_0.75_lambda_weight_0.2.txt' mode='w' encoding='UTF-8'>",
  "github_logging": "github_logging",
  "github_log_file": "logs/hpo/DLV3+_ResNet50_alpha_0.75_lambda_weight_0.1.txt"
}
@20230814_0207 @20230814_0207 [EP 1/250] lr: 9.97904353425838e-05, took: 113.83s (avg: 113.83s), ETA: 0d:7h:48m:57s [TRAIN] loss: 13482.6084, iou: 0.0052, f1: 0.0103 [EVAL] loss: 14620.3613, iou: 0.0029, f1: 0.0057
@20230814_0231 @20230814_0231 [EP 21/250] lr: 9.575792500982061e-05, took: 61.76s (avg: 61.76s), ETA: 0d:3h:52m:49s [TRAIN] loss: 558.7637, iou: 0.4024, f1: 0.5678 [EVAL] loss: 1510.0850, iou: 0.2642, f1: 0.4136
@20230814_0232 @20230814_0232 [EP 22/250] lr: 9.556483564665541e-05, took: 61.79s (avg: 61.79s), ETA: 0d:3h:51m:48s [TRAIN] loss: 551.2993, iou: 0.4108, f1: 0.5767 [EVAL] loss: 1777.7650, iou: 0.2727, f1: 0.4228
@20230814_0233 @20230814_0233 [EP 23/250] lr: 9.537252481095493e-05, took: 61.70s (avg: 61.70s), ETA: 0d:3h:50m:47s [TRAIN] loss: 537.3470, iou: 0.4203, f1: 0.5862 [EVAL] loss: 2140.0151, iou: 0.1405, f1: 0.2424
@20230814_0234 @20230814_0234 [EP 24/250] lr: 9.518098522676155e-05, took: 61.67s (avg: 61.67s), ETA: 0d:3h:49m:46s [TRAIN] loss: 522.7823, iou: 0.4324, f1: 0.5983 [EVAL] loss: 1279.2611, iou: 0.3333, f1: 0.4959
@20230814_0236 @20230814_0236 [EP 25/250] lr: 9.499021689407527e-05, took: 61.84s (avg: 61.84s), ETA: 0d:3h:48m:45s [TRAIN] loss: 542.0861, iou: 0.4374, f1: 0.6033 [EVAL] loss: 1449.0930, iou: 0.3196, f1: 0.4802
@20230814_0237 @20230814_0237 [EP 26/250] lr: 9.480020526098087e-05, took: 62.80s (avg: 62.80s), ETA: 0d:3h:51m:28s [TRAIN] loss: 565.7209, iou: 0.4316, f1: 0.5974 [EVAL] loss: 2071.5764, iou: 0.1813, f1: 0.3024
@20230814_0238 @20230814_0238 [EP 27/250] lr: 9.461095760343596e-05, took: 61.75s (avg: 61.75s), ETA: 0d:3h:46m:43s [TRAIN] loss: 511.6604, iou: 0.4582, f1: 0.6235 [EVAL] loss: 844.6964, iou: 0.4203, f1: 0.5891
@20230814_0239 @20230814_0239 [EP 28/250] lr: 9.442246664548293e-05, took: 61.82s (avg: 61.82s), ETA: 0d:3h:45m:42s [TRAIN] loss: 496.7509, iou: 0.4709, f1: 0.6354 [EVAL] loss: 1328.5590, iou: 0.3459, f1: 0.5097
@20230814_0240 @20230814_0240 [EP 29/250] lr: 9.423471783520654e-05, took: 61.81s (avg: 61.81s), ETA: 0d:3h:44m:41s [TRAIN] loss: 491.6398, iou: 0.4796, f1: 0.6435 [EVAL] loss: 1394.8093, iou: 0.2593, f1: 0.4081
@20230814_0241 @20230814_0241 [EP 30/250] lr: 9.404771844856441e-05, took: 61.90s (avg: 61.90s), ETA: 0d:3h:43m:40s [TRAIN] loss: 482.3065, iou: 0.4880, f1: 0.6514 [EVAL] loss: 2448.4504, iou: 0.1381, f1: 0.2390
@20230814_0242 @20230814_0242 [EP 31/250] lr: 9.386146120959893e-05, took: 61.78s (avg: 61.78s), ETA: 0d:3h:42m:39s [TRAIN] loss: 465.1882, iou: 0.5004, f1: 0.6626 [EVAL] loss: 2100.4783, iou: 0.2417, f1: 0.3834
@20230814_0243 @20230814_0243 [EP 32/250] lr: 9.367593156639487e-05, took: 61.76s (avg: 61.76s), ETA: 0d:3h:41m:38s [TRAIN] loss: 446.3683, iou: 0.5062, f1: 0.6675 [EVAL] loss: 1707.0193, iou: 0.3268, f1: 0.4878
@20230814_0244 @20230814_0244 [EP 33/250] lr: 9.349114407086745e-05, took: 61.77s (avg: 61.77s), ETA: 0d:3h:40m:37s [TRAIN] loss: 470.2811, iou: 0.5177, f1: 0.6780 [EVAL] loss: 1790.5867, iou: 0.2579, f1: 0.4048
@20230814_0245 @20230814_0245 [EP 34/250] lr: 9.330707689514384e-05, took: 61.82s (avg: 61.82s), ETA: 0d:3h:39m:36s [TRAIN] loss: 478.6187, iou: 0.5212, f1: 0.6813 [EVAL] loss: 103259.7734, iou: 0.0101, f1: 0.0200
@20230814_0246 @20230814_0246 [EP 35/250] lr: 9.312373731518164e-05, took: 61.83s (avg: 61.83s), ETA: 0d:3h:38m:35s [TRAIN] loss: 475.7543, iou: 0.5316, f1: 0.6905 [EVAL] loss: 1708.5941, iou: 0.3072, f1: 0.4643
@20230814_0247 @20230814_0247 [EP 36/250] lr: 9.294111805502325e-05, took: 61.71s (avg: 61.71s), ETA: 0d:3h:37m:34s [TRAIN] loss: 472.3204, iou: 0.5382, f1: 0.6961 [EVAL] loss: 5613.8267, iou: 0.1026, f1: 0.1828
@20230814_0248 @20230814_0248 [EP 37/250] lr: 9.275921183871105e-05, took: 61.66s (avg: 61.66s), ETA: 0d:3h:36m:33s [TRAIN] loss: 462.9163, iou: 0.5501, f1: 0.7062 [EVAL] loss: 1409.7706, iou: 0.3624, f1: 0.5282
@20230814_0249 @20230814_0249 [EP 38/250] lr: 9.257801139028743e-05, took: 61.84s (avg: 61.84s), ETA: 0d:3h:35m:32s [TRAIN] loss: 429.3347, iou: 0.5649, f1: 0.7185 [EVAL] loss: 1296.8265, iou: 0.3722, f1: 0.5396
@20230814_0250 @20230814_0250 [EP 39/250] lr: 9.239752398571e-05, took: 61.58s (avg: 61.58s), ETA: 0d:3h:34m:31s [TRAIN] loss: 414.7866, iou: 0.5745, f1: 0.7265 [EVAL] loss: 2082.7703, iou: 0.2279, f1: 0.3662
@20230814_0251 @20230814_0251 [EP 40/250] lr: 9.221773507306352e-05, took: 61.76s (avg: 61.76s), ETA: 0d:3h:33m:30s [TRAIN] loss: 423.7404, iou: 0.5757, f1: 0.7274 [EVAL] loss: 1439.2961, iou: 0.3797, f1: 0.5463
@20230814_0252 @20230814_0252 [EP 41/250] lr: 9.203865192830563e-05, took: 61.56s (avg: 61.56s), ETA: 0d:3h:32m:29s [TRAIN] loss: 425.7863, iou: 0.5874, f1: 0.7371 [EVAL] loss: 1320.4447, iou: 0.3779, f1: 0.5453
@20230814_0254 @20230814_0254 [EP 42/250] lr: 9.186025272356346e-05, took: 61.60s (avg: 61.60s), ETA: 0d:3h:31m:28s [TRAIN] loss: 430.3893, iou: 0.5927, f1: 0.7414 [EVAL] loss: 1507.9039, iou: 0.4068, f1: 0.5740
@20230814_0255 @20230814_0255 [EP 43/250] lr: 9.168255201075226e-05, took: 61.57s (avg: 61.57s), ETA: 0d:3h:30m:27s [TRAIN] loss: 421.6583, iou: 0.5992, f1: 0.7466 [EVAL] loss: 2062.3069, iou: 0.2503, f1: 0.3945
@20230814_0256 @20230814_0256 [EP 44/250] lr: 9.150553523795679e-05, took: 61.69s (avg: 61.69s), ETA: 0d:3h:29m:26s [TRAIN] loss: 408.7146, iou: 0.6104, f1: 0.7553 [EVAL] loss: 1232.2355, iou: 0.4691, f1: 0.6358
@20230814_0257 @20230814_0257 [EP 45/250] lr: 9.132920968113467e-05, took: 61.74s (avg: 61.74s), ETA: 0d:3h:28m:25s [TRAIN] loss: 410.5783, iou: 0.6168, f1: 0.7603 [EVAL] loss: 2527.7192, iou: 0.1971, f1: 0.3241
@20230814_0258 @20230814_0258 [EP 46/250] lr: 9.115355351241305e-05, took: 61.69s (avg: 61.69s), ETA: 0d:3h:27m:24s [TRAIN] loss: 398.0848, iou: 0.6272, f1: 0.7684 [EVAL] loss: 1093.7914, iou: 0.5225, f1: 0.6837
@20230814_0259 @20230814_0259 [EP 47/250] lr: 9.097856673179194e-05, took: 61.78s (avg: 61.78s), ETA: 0d:3h:26m:23s [TRAIN] loss: 381.6541, iou: 0.6395, f1: 0.7779 [EVAL] loss: 1732.1843, iou: 0.3072, f1: 0.4665
@20230814_0300 @20230814_0300 [EP 48/250] lr: 9.080425661522895e-05, took: 62.80s (avg: 62.80s), ETA: 0d:3h:28m:44s [TRAIN] loss: 374.0339, iou: 0.6476, f1: 0.7840 [EVAL] loss: 1331.5695, iou: 0.4169, f1: 0.5846
@20230814_0301 @20230814_0301 [EP 49/250] lr: 9.063060861080885e-05, took: 61.96s (avg: 61.96s), ETA: 0d:3h:24m:21s [TRAIN] loss: 398.5844, iou: 0.6393, f1: 0.7776 [EVAL] loss: 1055.2740, iou: 0.5879, f1: 0.7384
@20230814_0303 @20230814_0303 [EP 50/250] lr: 9.045762271853164e-05, took: 61.85s (avg: 61.85s), ETA: 0d:3h:23m:20s [TRAIN] loss: 382.0221, iou: 0.6580, f1: 0.7917 [EVAL] loss: 1171.9606, iou: 0.4570, f1: 0.6247
@20230814_0304 @20230814_0304 [EP 51/250] lr: 9.028529893839732e-05, took: 61.74s (avg: 61.74s), ETA: 0d:3h:22m:19s [TRAIN] loss: 394.4132, iou: 0.6624, f1: 0.7951 [EVAL] loss: 1813.4799, iou: 0.3977, f1: 0.5650
@20230814_0305 @20230814_0305 [EP 52/250] lr: 9.011362999444827e-05, took: 61.86s (avg: 61.86s), ETA: 0d:3h:21m:18s [TRAIN] loss: 392.0817, iou: 0.6696, f1: 0.8002 [EVAL] loss: 1117.1678, iou: 0.5346, f1: 0.6949
@20230814_0306 @20230814_0306 [EP 53/250] lr: 8.994261588668451e-05, took: 61.74s (avg: 61.74s), ETA: 0d:3h:20m:17s [TRAIN] loss: 403.9097, iou: 0.6673, f1: 0.7985 [EVAL] loss: 1265.3873, iou: 0.4432, f1: 0.6112
@20230814_0307 @20230814_0307 [EP 54/250] lr: 8.97722493391484e-05, took: 61.69s (avg: 61.69s), ETA: 0d:3h:19m:16s [TRAIN] loss: 392.8578, iou: 0.6775, f1: 0.8061 [EVAL] loss: 1543.2803, iou: 0.3890, f1: 0.5555
@20230814_0308 @20230814_0308 [EP 55/250] lr: 8.960252307588235e-05, took: 61.62s (avg: 61.62s), ETA: 0d:3h:18m:15s [TRAIN] loss: 379.3604, iou: 0.6825, f1: 0.8097 [EVAL] loss: 1277.1925, iou: 0.5266, f1: 0.6871
@20230814_0309 @20230814_0309 [EP 56/250] lr: 8.943343709688634e-05, took: 61.73s (avg: 61.73s), ETA: 0d:3h:17m:14s [TRAIN] loss: 353.4239, iou: 0.7005, f1: 0.8224 [EVAL] loss: 1167.4663, iou: 0.4615, f1: 0.6280
@20230814_0310 @20230814_0310 [EP 57/250] lr: 8.926499140216038e-05, took: 61.64s (avg: 61.64s), ETA: 0d:3h:16m:13s [TRAIN] loss: 345.4143, iou: 0.7127, f1: 0.8309 [EVAL] loss: 1571.2207, iou: 0.4523, f1: 0.6183
@20230814_0311 @20230814_0311 [EP 58/250] lr: 8.909717871574685e-05, took: 61.70s (avg: 61.70s), ETA: 0d:3h:15m:12s [TRAIN] loss: 337.1539, iou: 0.7198, f1: 0.8358 [EVAL] loss: 1246.7018, iou: 0.5592, f1: 0.7149
@20230814_0312 @20230814_0312 [EP 59/250] lr: 8.892999176168814e-05, took: 61.72s (avg: 61.72s), ETA: 0d:3h:14m:11s [TRAIN] loss: 341.7269, iou: 0.7211, f1: 0.8367 [EVAL] loss: 2179.3606, iou: 0.2701, f1: 0.4178
@20230814_0313 @20230814_0313 [EP 60/250] lr: 8.876343053998426e-05, took: 61.66s (avg: 61.66s), ETA: 0d:3h:13m:10s [TRAIN] loss: 350.1949, iou: 0.7303, f1: 0.8430 [EVAL] loss: 1371.8041, iou: 0.5336, f1: 0.6928
@20230814_0314 @20230814_0314 [EP 61/250] lr: 8.859749505063519e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:12m:9s [TRAIN] loss: 352.1277, iou: 0.7298, f1: 0.8427 [EVAL] loss: 813.3172, iou: 0.6644, f1: 0.7969
@20230814_0315 @20230814_0315 [EP 62/250] lr: 8.843218529364094e-05, took: 61.61s (avg: 61.61s), ETA: 0d:3h:11m:8s [TRAIN] loss: 330.3751, iou: 0.7457, f1: 0.8533 [EVAL] loss: 1161.1454, iou: 0.6026, f1: 0.7500
@20230814_0316 @20230814_0316 [EP 63/250] lr: 8.826747944112867e-05, took: 61.77s (avg: 61.77s), ETA: 0d:3h:10m:7s [TRAIN] loss: 323.3649, iou: 0.7506, f1: 0.8566 [EVAL] loss: 1495.2842, iou: 0.4771, f1: 0.6418
@20230814_0317 @20230814_0317 [EP 64/250] lr: 8.81033920450136e-05, took: 61.84s (avg: 61.84s), ETA: 0d:3h:9m:6s [TRAIN] loss: 329.5496, iou: 0.7532, f1: 0.8583 [EVAL] loss: 2005.9385, iou: 0.4284, f1: 0.5940
@20230814_0319 @20230814_0319 [EP 65/250] lr: 8.793991582933813e-05, took: 61.73s (avg: 61.73s), ETA: 0d:3h:8m:5s [TRAIN] loss: 322.1241, iou: 0.7618, f1: 0.8640 [EVAL] loss: 2083.2168, iou: 0.4036, f1: 0.5689
@20230814_0320 @20230814_0320 [EP 66/250] lr: 8.777704351814464e-05, took: 61.80s (avg: 61.80s), ETA: 0d:3h:7m:4s [TRAIN] loss: 317.7922, iou: 0.7660, f1: 0.8667 [EVAL] loss: 1093.5286, iou: 0.5492, f1: 0.7064
@20230814_0321 @20230814_0321 [EP 67/250] lr: 8.76147678354755e-05, took: 61.73s (avg: 61.73s), ETA: 0d:3h:6m:3s [TRAIN] loss: 329.5155, iou: 0.7654, f1: 0.8663 [EVAL] loss: 1934.7510, iou: 0.4409, f1: 0.6065
@20230814_0322 @20230814_0322 [EP 68/250] lr: 8.745309605728835e-05, took: 61.81s (avg: 61.81s), ETA: 0d:3h:5m:2s [TRAIN] loss: 339.0273, iou: 0.7643, f1: 0.8656 [EVAL] loss: 1678.1287, iou: 0.4929, f1: 0.6553
@20230814_0323 @20230814_0323 [EP 69/250] lr: 8.729202090762556e-05, took: 61.77s (avg: 61.77s), ETA: 0d:3h:4m:1s [TRAIN] loss: 335.0910, iou: 0.7680, f1: 0.8680 [EVAL] loss: 977.1910, iou: 0.6214, f1: 0.7646
@20230814_0324 @20230814_0324 [EP 70/250] lr: 8.713153511052951e-05, took: 61.72s (avg: 61.72s), ETA: 0d:3h:3m:0s [TRAIN] loss: 321.2678, iou: 0.7775, f1: 0.8741 [EVAL] loss: 2135.4880, iou: 0.3935, f1: 0.5588
@20230814_0325 @20230814_0325 [EP 71/250] lr: 8.697163866600022e-05, took: 61.78s (avg: 61.78s), ETA: 0d:3h:1m:59s [TRAIN] loss: 316.2579, iou: 0.7785, f1: 0.8747 [EVAL] loss: 1997.0538, iou: 0.4014, f1: 0.5665
@20230814_0326 @20230814_0326 [EP 72/250] lr: 8.681233157403767e-05, took: 61.76s (avg: 61.76s), ETA: 0d:3h:0m:58s [TRAIN] loss: 314.7915, iou: 0.7865, f1: 0.8798 [EVAL] loss: 1833.0111, iou: 0.4272, f1: 0.5936
@20230814_0327 @20230814_0327 [EP 73/250] lr: 8.665360655868426e-05, took: 61.75s (avg: 61.75s), ETA: 0d:2h:59m:57s [TRAIN] loss: 312.6637, iou: 0.7893, f1: 0.8816 [EVAL] loss: 770.0780, iou: 0.6953, f1: 0.8193
@20230814_0328 @20230814_0328 [EP 74/250] lr: 8.649545634398237e-05, took: 61.72s (avg: 61.72s), ETA: 0d:2h:58m:56s [TRAIN] loss: 325.0047, iou: 0.7874, f1: 0.8804 [EVAL] loss: 842.0634, iou: 0.6733, f1: 0.8034
@20230814_0329 @20230814_0329 [EP 75/250] lr: 8.633789548184723e-05, took: 61.69s (avg: 61.69s), ETA: 0d:2h:57m:55s [TRAIN] loss: 333.8236, iou: 0.7872, f1: 0.8803 [EVAL] loss: 954.4266, iou: 0.6603, f1: 0.7941
