

** [alpha] Launch Training on 20230703_1359
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": [
    0
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230703_1351.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230703_1351.txt",
  "exp_comment": "* New consolidate DB used (0703 version) - Athylene Gas Images near SongKang Dong\n* temperature_shift value changed from 15\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB.yaml"
}
@20230703_1403 [EP 1/500] lr: 0.009999999776482582, took: 0h:3m:55s, ETA: 1d:8h:34m:25s [TRAIN] loss: 0.3447, accu-50: 16.94%, iou: 50.98%, f1: 65.53% 239.03ms [EVAL] [261/261 step] loss: 0.7259, accu-50: 81.23%, iou: 16.69%, f1: 27.41%, 68.50ms
@20230703_1746 [EP 67/500] lr: 0.005403435789048672, took: 0h:3m:21s, ETA: 1d:0h:10m:33s [TRAIN] loss: 0.0475, accu-50: 95.33%, iou: 90.95%, f1: 95.25% 210.98ms [EVAL] [261/261 step] loss: 0.0679, accu-50: 94.25%, iou: 87.33%, f1: 93.21%, 63.23ms
@20230703_1749 [EP 68/500] lr: 0.005354020278900862, took: 0h:3m:21s, ETA: 1d:0h:7m:12s [TRAIN] loss: 0.0475, accu-50: 95.38%, iou: 90.94%, f1: 95.25% 211.02ms [EVAL] [261/261 step] loss: 0.0743, accu-50: 94.75%, iou: 86.22%, f1: 92.57%, 63.55ms
@20230703_1752 [EP 69/500] lr: 0.00530505646020174, took: 0h:3m:21s, ETA: 1d:0h:3m:51s [TRAIN] loss: 0.0468, accu-50: 95.44%, iou: 91.08%, f1: 95.32% 211.03ms [EVAL] [261/261 step] loss: 0.0943, accu-50: 93.56%, iou: 82.84%, f1: 90.57%, 63.40ms
@20230703_1755 [EP 70/500] lr: 0.0052565401419997215, took: 0h:3m:21s, ETA: 1d:0h:0m:30s [TRAIN] loss: 0.0465, accu-50: 95.51%, iou: 91.14%, f1: 95.35% 210.98ms [EVAL] [261/261 step] loss: 0.0739, accu-50: 94.13%, iou: 86.29%, f1: 92.61%, 63.54ms
@20230703_1759 [EP 71/500] lr: 0.005208468064665794, took: 0h:3m:21s, ETA: 0d:23h:57m:9s [TRAIN] loss: 0.0461, accu-50: 95.55%, iou: 91.20%, f1: 95.39% 210.99ms [EVAL] [261/261 step] loss: 0.0932, accu-50: 93.37%, iou: 83.03%, f1: 90.68%, 63.53ms
@20230703_1802 [EP 72/500] lr: 0.005160835105925798, took: 0h:3m:21s, ETA: 0d:23h:53m:48s [TRAIN] loss: 0.0460, accu-50: 95.55%, iou: 91.22%, f1: 95.40% 210.99ms [EVAL] [261/261 step] loss: 0.0659, accu-50: 94.00%, iou: 87.68%, f1: 93.41%, 63.52ms
@20230703_1806 [EP 73/500] lr: 0.0051136380061507225, took: 0h:3m:21s, ETA: 0d:23h:50m:27s [TRAIN] loss: 0.0459, accu-50: 95.61%, iou: 91.24%, f1: 95.41% 211.08ms [EVAL] [261/261 step] loss: 0.0942, accu-50: 91.73%, iou: 82.89%, f1: 90.58%, 63.49ms
@20230703_1809 [EP 74/500] lr: 0.005066872574388981, took: 0h:3m:21s, ETA: 0d:23h:47m:6s [TRAIN] loss: 0.0457, accu-50: 95.58%, iou: 91.28%, f1: 95.43% 210.97ms [EVAL] [261/261 step] loss: 0.0682, accu-50: 92.43%, iou: 87.28%, f1: 93.18%, 63.52ms
@20230703_1812 [EP 75/500] lr: 0.005020535085350275, took: 0h:3m:21s, ETA: 0d:23h:43m:45s [TRAIN] loss: 0.0455, accu-50: 95.63%, iou: 91.32%, f1: 95.45% 211.00ms [EVAL] [261/261 step] loss: 0.0864, accu-50: 94.20%, iou: 84.17%, f1: 91.36%, 63.59ms
@20230703_1816 [EP 76/500] lr: 0.004974620882421732, took: 0h:3m:21s, ETA: 0d:23h:40m:24s [TRAIN] loss: 0.0452, accu-50: 95.70%, iou: 91.37%, f1: 95.48% 211.02ms [EVAL] [261/261 step] loss: 0.0740, accu-50: 92.32%, iou: 86.27%, f1: 92.60%, 63.52ms
@20230703_1819 [EP 77/500] lr: 0.0049291267059743404, took: 0h:3m:21s, ETA: 0d:23h:37m:3s [TRAIN] loss: 0.0450, accu-50: 95.67%, iou: 91.40%, f1: 95.50% 210.97ms [EVAL] [261/261 step] loss: 0.0641, accu-50: 94.64%, iou: 88.00%, f1: 93.59%, 63.23ms
