

** [alpha] Launch Training on 20230630_1729
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "EffNetV2",
  "gpuIDs": [
    1
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 10,
  "lr_scheduling": "cos",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230630.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230630.txt",
  "exp_comment": "* EffNetV2\n* New Consolidate DB\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_EffNetV2_NEWDB.yaml"
}
@20230630_1734 [EP 1/500] lr: 0.009999999776482582, took: 0h:5m:35s, ETA: 1d:22h:26m:5s [TRAIN] loss: 0.9987, accu-50: 0.78%, iou: 0.07%, f1: 0.13% 272.24ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 62.27ms
@20230630_1824 [EP 12/500] lr: 0.009943258948624134, took: 0h:4m:33s, ETA: 1d:13h:0m:24s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.94ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.88ms
@20230630_1828 [EP 13/500] lr: 0.009933429770171642, took: 0h:4m:32s, ETA: 1d:12h:47m:44s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.87ms
@20230630_1833 [EP 14/500] lr: 0.009922822006046772, took: 0h:4m:32s, ETA: 1d:12h:43m:12s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.97ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.34ms
@20230630_1837 [EP 15/500] lr: 0.009911436587572098, took: 0h:4m:32s, ETA: 1d:12h:38m:40s [TRAIN] loss: 0.9995, accu-50: 0.53%, iou: 0.02%, f1: 0.05% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.79ms
@20230630_1842 [EP 16/500] lr: 0.009899275377392769, took: 0h:4m:31s, ETA: 1d:12h:26m:4s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.90ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.00ms
@20230630_1846 [EP 17/500] lr: 0.009886340238153934, took: 0h:4m:31s, ETA: 1d:12h:21m:33s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.66ms
@20230630_1850 [EP 18/500] lr: 0.009872633963823318, took: 0h:4m:31s, ETA: 1d:12h:17m:2s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.80ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.90ms
@20230630_1855 [EP 19/500] lr: 0.00985815841704607, took: 0h:4m:31s, ETA: 1d:12h:12m:31s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.97ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.94ms
@20230630_1859 [EP 20/500] lr: 0.009842915460467339, took: 0h:4m:31s, ETA: 1d:12h:8m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.80ms
@20230630_1904 [EP 21/500] lr: 0.009826907888054848, took: 0h:4m:30s, ETA: 1d:11h:55m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.04ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.91ms
@20230630_1908 [EP 22/500] lr: 0.009810138493776321, took: 0h:4m:30s, ETA: 1d:11h:51m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.79ms
@20230630_1913 [EP 23/500] lr: 0.009792609140276909, took: 0h:4m:30s, ETA: 1d:11h:46m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.00ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.77ms
@20230630_1917 [EP 24/500] lr: 0.009774322621524334, took: 0h:4m:30s, ETA: 1d:11h:42m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.91ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.11ms
@20230630_1922 [EP 25/500] lr: 0.009755282662808895, took: 0h:4m:30s, ETA: 1d:11h:37m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.96ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.71ms
@20230630_1926 [EP 26/500] lr: 0.009735491126775742, took: 0h:4m:30s, ETA: 1d:11h:33m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.89ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.73ms
@20230630_1931 [EP 27/500] lr: 0.009714952670037746, took: 0h:4m:30s, ETA: 1d:11h:28m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.12ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.26ms
@20230630_1935 [EP 28/500] lr: 0.009693669155240059, took: 0h:4m:30s, ETA: 1d:11h:24m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.02ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.96ms
@20230630_1940 [EP 29/500] lr: 0.009671644307672977, took: 0h:4m:30s, ETA: 1d:11h:19m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.94ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.78ms
@20230630_1944 [EP 30/500] lr: 0.009648882783949375, took: 0h:4m:29s, ETA: 1d:11h:7m:10s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.06ms
@20230630_1949 [EP 31/500] lr: 0.009625386446714401, took: 0h:4m:29s, ETA: 1d:11h:2m:41s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.31ms
@20230630_1953 [EP 32/500] lr: 0.009601159021258354, took: 0h:4m:29s, ETA: 1d:10h:58m:12s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.17ms
@20230630_1958 [EP 33/500] lr: 0.009576206095516682, took: 0h:4m:29s, ETA: 1d:10h:53m:43s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.92ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.96ms
@20230630_2002 [EP 34/500] lr: 0.009550529532134533, took: 0h:4m:29s, ETA: 1d:10h:49m:14s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.94ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.71ms
@20230630_2007 [EP 35/500] lr: 0.009524134919047356, took: 0h:4m:29s, ETA: 1d:10h:44m:45s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.02ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.97ms
@20230630_2011 [EP 36/500] lr: 0.009497025981545448, took: 0h:4m:29s, ETA: 1d:10h:40m:16s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.91ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.72ms
@20230630_2016 [EP 37/500] lr: 0.009469207376241684, took: 0h:4m:29s, ETA: 1d:10h:35m:47s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.96ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.82ms
@20230630_2020 [EP 38/500] lr: 0.009440681897103786, took: 0h:4m:29s, ETA: 1d:10h:31m:18s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.03ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.18ms
@20230630_2024 [EP 39/500] lr: 0.009411456063389778, took: 0h:4m:29s, ETA: 1d:10h:26m:49s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.91ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.98ms
@20230630_2029 [EP 40/500] lr: 0.009381533600389957, took: 0h:4m:29s, ETA: 1d:10h:22m:20s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.11ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.12ms
@20230630_2033 [EP 41/500] lr: 0.009350919164717197, took: 0h:4m:29s, ETA: 1d:10h:17m:51s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.83ms
@20230630_2038 [EP 42/500] lr: 0.009319617412984371, took: 0h:4m:29s, ETA: 1d:10h:13m:22s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.98ms
@20230630_2042 [EP 43/500] lr: 0.009287633001804352, took: 0h:4m:29s, ETA: 1d:10h:8m:53s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.89ms
@20230630_2047 [EP 44/500] lr: 0.009254972450435162, took: 0h:4m:29s, ETA: 1d:10h:4m:24s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.02ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.88ms
@20230630_2051 [EP 45/500] lr: 0.009221639484167099, took: 0h:4m:29s, ETA: 1d:9h:59m:55s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.11ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.99ms
@20230630_2056 [EP 46/500] lr: 0.009187640622258186, took: 0h:4m:29s, ETA: 1d:9h:55m:26s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.00ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.63ms
@20230630_2100 [EP 47/500] lr: 0.009152979589998722, took: 0h:4m:29s, ETA: 1d:9h:50m:57s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.96ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.33ms
@20230630_2105 [EP 48/500] lr: 0.009117662906646729, took: 0h:4m:29s, ETA: 1d:9h:46m:28s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.00ms
@20230630_2109 [EP 49/500] lr: 0.009081696160137653, took: 0h:4m:29s, ETA: 1d:9h:41m:59s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.00ms
@20230630_2114 [EP 50/500] lr: 0.009045084938406944, took: 0h:4m:29s, ETA: 1d:9h:37m:30s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.89ms
@20230630_2118 [EP 51/500] lr: 0.009007834829390049, took: 0h:4m:29s, ETA: 1d:9h:33m:1s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.04ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.92ms
@20230630_2123 [EP 52/500] lr: 0.00896995235234499, took: 0h:4m:28s, ETA: 1d:9h:21m:4s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.96ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.94ms
@20230630_2127 [EP 53/500] lr: 0.00893144216388464, took: 0h:4m:28s, ETA: 1d:9h:16m:36s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.92ms
@20230630_2132 [EP 54/500] lr: 0.008892311714589596, took: 0h:4m:28s, ETA: 1d:9h:12m:8s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.03ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.86ms
@20230630_2136 [EP 55/500] lr: 0.008852566592395306, took: 0h:4m:28s, ETA: 1d:9h:7m:40s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.02ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.94ms
@20230630_2141 [EP 56/500] lr: 0.008812212385237217, took: 0h:4m:28s, ETA: 1d:9h:3m:12s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.92ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.19ms
@20230630_2145 [EP 57/500] lr: 0.008771256543695927, took: 0h:4m:28s, ETA: 1d:8h:58m:44s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.00ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.66ms
@20230630_2150 [EP 58/500] lr: 0.008729705587029457, took: 0h:4m:28s, ETA: 1d:8h:54m:16s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.03ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.82ms
@20230630_2154 [EP 59/500] lr: 0.00868756603449583, took: 0h:4m:28s, ETA: 1d:8h:49m:48s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.95ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.09ms
@20230630_2158 [EP 60/500] lr: 0.008644843474030495, took: 0h:4m:28s, ETA: 1d:8h:45m:20s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.11ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.95ms
@20230630_2203 [EP 61/500] lr: 0.008601545356214046, took: 0h:4m:28s, ETA: 1d:8h:40m:52s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.87ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.59ms
@20230630_2207 [EP 62/500] lr: 0.008557678200304508, took: 0h:4m:28s, ETA: 1d:8h:36m:24s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.03ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.52ms
@20230630_2212 [EP 63/500] lr: 0.008513249456882477, took: 0h:4m:28s, ETA: 1d:8h:31m:56s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.02ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.92ms
@20230630_2216 [EP 64/500] lr: 0.00846826657652855, took: 0h:4m:28s, ETA: 1d:8h:27m:28s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.93ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.94ms
@20230630_2221 [EP 65/500] lr: 0.008422735147178173, took: 0h:4m:28s, ETA: 1d:8h:23m:0s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.96ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.97ms
@20230630_2225 [EP 66/500] lr: 0.008376664482057095, took: 0h:4m:28s, ETA: 1d:8h:18m:32s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.97ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.85ms
@20230630_2230 [EP 67/500] lr: 0.008330059237778187, took: 0h:4m:28s, ETA: 1d:8h:14m:4s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.00ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.82ms
@20230630_2234 [EP 68/500] lr: 0.008282928727567196, took: 0h:4m:28s, ETA: 1d:8h:9m:36s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.04ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.76ms
@20230630_2239 [EP 69/500] lr: 0.008235279470682144, took: 0h:4m:28s, ETA: 1d:8h:5m:8s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.92ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.48ms
@20230630_2243 [EP 70/500] lr: 0.008187119849026203, took: 0h:4m:28s, ETA: 1d:8h:0m:40s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.92ms
@20230630_2248 [EP 71/500] lr: 0.008138456381857395, took: 0h:4m:28s, ETA: 1d:7h:56m:12s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.00ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.99ms
@20230630_2252 [EP 72/500] lr: 0.008089298382401466, took: 0h:4m:28s, ETA: 1d:7h:51m:44s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.03ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.87ms
@20230630_2257 [EP 73/500] lr: 0.008039651438593864, took: 0h:4m:28s, ETA: 1d:7h:47m:16s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.90ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.73ms
@20230630_2301 [EP 74/500] lr: 0.007989524863660336, took: 0h:4m:28s, ETA: 1d:7h:42m:48s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 215.01ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 56.83ms
@20230630_2306 [EP 75/500] lr: 0.007938926108181477, took: 0h:4m:28s, ETA: 1d:7h:38m:20s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.98ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.91ms
@20230630_2310 [EP 76/500] lr: 0.00788786355406046, took: 0h:4m:28s, ETA: 1d:7h:33m:52s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.99ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.79ms
@20230630_2315 [EP 77/500] lr: 0.00783634465187788, took: 0h:4m:28s, ETA: 1d:7h:29m:24s [TRAIN] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00% 214.91ms [EVAL] [346/346 step] loss: 1.0000, accu-50: 0.00%, iou: 0.00%, f1: 0.00%, 55.64ms
