

** [alpha] Launch Training on 20230703_2129
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": [
    1
  ],
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "lr_scheduling": "exp",
  "lr": 0.01,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230703_2119.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230703_2119.txt",
  "exp_comment": "* New consolidate DB used (0703_2119 version) - Athylene Gas Images near SongKang Dong Added \n* This consolidate DB is different from 0703_1351 version in the sense that frame decimated before splitting\n* temperature_shift value changed from 15\n",
  "isCompleted": false,
  "config": "Config/TRAIN_DLV3_ResNet50_NEWDB_20230703.yaml"
}
@20230703_2132 [EP 1/500] lr: 0.009999999776482582, took: 0h:3m:48s, ETA: 1d:7h:36m:12s [TRAIN] loss: 0.3860, accu-50: 8.01%, iou: 47.56%, f1: 61.40% 242.21ms [EVAL] [249/249 step] loss: 0.7184, accu-50: 26.20%, iou: 16.77%, f1: 28.16%, 68.88ms
@20230703_2328 [EP 37/500] lr: 0.0071181971579790115, took: 0h:3m:13s, ETA: 1d:0h:49m:19s [TRAIN] loss: 0.0611, accu-50: 94.13%, iou: 88.51%, f1: 93.89% 211.21ms [EVAL] [249/249 step] loss: 0.0833, accu-50: 93.35%, iou: 84.70%, f1: 91.67%, 63.54ms
@20230703_2332 [EP 38/500] lr: 0.0070530991069972515, took: 0h:3m:13s, ETA: 1d:0h:46m:6s [TRAIN] loss: 0.0613, accu-50: 93.98%, iou: 88.49%, f1: 93.87% 211.25ms [EVAL] [249/249 step] loss: 0.1672, accu-50: 95.36%, iou: 71.69%, f1: 83.28%, 63.63ms
@20230703_2335 [EP 39/500] lr: 0.006988597102463245, took: 0h:3m:13s, ETA: 1d:0h:42m:53s [TRAIN] loss: 0.0599, accu-50: 94.26%, iou: 88.74%, f1: 94.01% 211.23ms [EVAL] [249/249 step] loss: 0.0984, accu-50: 91.80%, iou: 82.17%, f1: 90.16%, 63.60ms
@20230703_2338 [EP 40/500] lr: 0.006924684625118971, took: 0h:3m:13s, ETA: 1d:0h:39m:40s [TRAIN] loss: 0.0594, accu-50: 94.24%, iou: 88.82%, f1: 94.06% 211.22ms [EVAL] [249/249 step] loss: 0.0810, accu-50: 90.78%, iou: 85.07%, f1: 91.90%, 63.55ms
@20230703_2341 [EP 41/500] lr: 0.0068613565526902676, took: 0h:3m:13s, ETA: 1d:0h:36m:27s [TRAIN] loss: 0.0597, accu-50: 94.20%, iou: 88.77%, f1: 94.03% 211.14ms [EVAL] [249/249 step] loss: 0.1036, accu-50: 90.01%, iou: 81.32%, f1: 89.64%, 63.35ms
@20230703_2344 [EP 42/500] lr: 0.006798607762902975, took: 0h:3m:13s, ETA: 1d:0h:33m:14s [TRAIN] loss: 0.0591, accu-50: 94.36%, iou: 88.87%, f1: 94.09% 211.16ms [EVAL] [249/249 step] loss: 0.0917, accu-50: 92.69%, iou: 83.28%, f1: 90.83%, 63.34ms
@20230703_2348 [EP 43/500] lr: 0.006736433133482933, took: 0h:3m:13s, ETA: 1d:0h:30m:1s [TRAIN] loss: 0.0584, accu-50: 94.26%, iou: 89.01%, f1: 94.16% 211.19ms [EVAL] [249/249 step] loss: 0.0839, accu-50: 95.43%, iou: 84.60%, f1: 91.61%, 63.20ms
@20230703_2351 [EP 44/500] lr: 0.0066748266108334064, took: 0h:3m:12s, ETA: 1d:0h:19m:12s [TRAIN] loss: 0.0584, accu-50: 94.46%, iou: 88.99%, f1: 94.16% 211.13ms [EVAL] [249/249 step] loss: 0.0890, accu-50: 87.85%, iou: 83.71%, f1: 91.10%, 63.30ms
@20230703_2354 [EP 45/500] lr: 0.0066137840040028095, took: 0h:3m:13s, ETA: 1d:0h:23m:35s [TRAIN] loss: 0.0576, accu-50: 94.45%, iou: 89.14%, f1: 94.24% 211.29ms [EVAL] [249/249 step] loss: 0.0784, accu-50: 94.53%, iou: 85.52%, f1: 92.16%, 63.52ms
@20230703_2357 [EP 46/500] lr: 0.006553299259394407, took: 0h:3m:13s, ETA: 1d:0h:20m:22s [TRAIN] loss: 0.0566, accu-50: 94.63%, iou: 89.32%, f1: 94.34% 211.24ms [EVAL] [249/249 step] loss: 0.1041, accu-50: 90.30%, iou: 81.29%, f1: 89.59%, 63.51ms
@20230704_0001 [EP 47/500] lr: 0.006493367720395327, took: 0h:3m:13s, ETA: 1d:0h:17m:9s [TRAIN] loss: 0.0561, accu-50: 94.57%, iou: 89.40%, f1: 94.39% 211.35ms [EVAL] [249/249 step] loss: 0.0897, accu-50: 91.06%, iou: 83.61%, f1: 91.03%, 63.32ms
@20230704_0004 [EP 48/500] lr: 0.006433984264731407, took: 0h:3m:13s, ETA: 1d:0h:13m:56s [TRAIN] loss: 0.0557, accu-50: 94.69%, iou: 89.48%, f1: 94.43% 211.26ms [EVAL] [249/249 step] loss: 0.0748, accu-50: 93.42%, iou: 86.14%, f1: 92.52%, 63.50ms
@20230704_0007 [EP 49/500] lr: 0.006375144235789776, took: 0h:3m:13s, ETA: 1d:0h:10m:43s [TRAIN] loss: 0.0559, accu-50: 94.62%, iou: 89.44%, f1: 94.41% 211.11ms [EVAL] [249/249 step] loss: 0.0759, accu-50: 90.93%, iou: 85.96%, f1: 92.41%, 63.43ms
@20230704_0010 [EP 50/500] lr: 0.006316841579973698, took: 0h:3m:13s, ETA: 1d:0h:7m:30s [TRAIN] loss: 0.0552, accu-50: 94.66%, iou: 89.57%, f1: 94.48% 211.21ms [EVAL] [249/249 step] loss: 0.0697, accu-50: 93.94%, iou: 87.02%, f1: 93.03%, 63.36ms
@20230704_0014 [EP 51/500] lr: 0.006259072571992874, took: 0h:3m:13s, ETA: 1d:0h:4m:17s [TRAIN] loss: 0.0541, accu-50: 94.87%, iou: 89.77%, f1: 94.59% 211.17ms [EVAL] [249/249 step] loss: 0.0772, accu-50: 94.02%, iou: 85.72%, f1: 92.28%, 63.34ms
@20230704_0017 [EP 52/500] lr: 0.006201832089573145, took: 0h:3m:13s, ETA: 1d:0h:1m:4s [TRAIN] loss: 0.0538, accu-50: 94.82%, iou: 89.81%, f1: 94.62% 211.20ms [EVAL] [249/249 step] loss: 0.0826, accu-50: 93.84%, iou: 84.80%, f1: 91.74%, 63.37ms
@20230704_0020 [EP 53/500] lr: 0.00614511501044035, took: 0h:3m:13s, ETA: 0d:23h:57m:51s [TRAIN] loss: 0.0528, accu-50: 94.88%, iou: 90.00%, f1: 94.72% 211.21ms [EVAL] [249/249 step] loss: 0.0797, accu-50: 92.76%, iou: 85.29%, f1: 92.03%, 63.53ms
@20230704_0023 [EP 54/500] lr: 0.006088916212320328, took: 0h:3m:13s, ETA: 0d:23h:54m:38s [TRAIN] loss: 0.0522, accu-50: 94.97%, iou: 90.11%, f1: 94.78% 211.16ms [EVAL] [249/249 step] loss: 0.0812, accu-50: 90.51%, iou: 85.04%, f1: 91.88%, 63.57ms
@20230704_0026 [EP 55/500] lr: 0.006033231504261494, took: 0h:3m:12s, ETA: 0d:23h:44m:0s [TRAIN] loss: 0.0520, accu-50: 95.02%, iou: 90.14%, f1: 94.80% 211.19ms [EVAL] [249/249 step] loss: 0.0838, accu-50: 91.20%, iou: 84.58%, f1: 91.62%, 63.34ms
@20230704_0030 [EP 56/500] lr: 0.005978056229650974, took: 0h:3m:12s, ETA: 0d:23h:40m:48s [TRAIN] loss: 0.0512, accu-50: 95.03%, iou: 90.28%, f1: 94.88% 211.15ms [EVAL] [249/249 step] loss: 0.0998, accu-50: 88.60%, iou: 81.91%, f1: 90.02%, 63.20ms
@20230704_0033 [EP 57/500] lr: 0.0059233857318758965, took: 0h:3m:12s, ETA: 0d:23h:37m:36s [TRAIN] loss: 0.0505, accu-50: 95.06%, iou: 90.41%, f1: 94.95% 211.16ms [EVAL] [249/249 step] loss: 0.1042, accu-50: 90.68%, iou: 81.21%, f1: 89.58%, 63.45ms
@20230704_0036 [EP 58/500] lr: 0.0058692148886621, took: 0h:3m:12s, ETA: 0d:23h:34m:24s [TRAIN] loss: 0.0510, accu-50: 95.05%, iou: 90.32%, f1: 94.90% 211.17ms [EVAL] [249/249 step] loss: 0.0701, accu-50: 92.76%, iou: 86.94%, f1: 92.99%, 63.63ms
@20230704_0039 [EP 59/500] lr: 0.005815539509057999, took: 0h:3m:12s, ETA: 0d:23h:31m:12s [TRAIN] loss: 0.0500, accu-50: 95.17%, iou: 90.50%, f1: 95.00% 211.11ms [EVAL] [249/249 step] loss: 0.0944, accu-50: 90.84%, iou: 82.84%, f1: 90.56%, 64.07ms
@20230704_0042 [EP 60/500] lr: 0.00576235493645072, took: 0h:3m:12s, ETA: 0d:23h:28m:0s [TRAIN] loss: 0.0502, accu-50: 95.16%, iou: 90.46%, f1: 94.98% 211.17ms [EVAL] [249/249 step] loss: 0.0941, accu-50: 86.45%, iou: 82.87%, f1: 90.59%, 64.17ms
@20230704_0045 [EP 61/500] lr: 0.00570965651422739, took: 0h:3m:12s, ETA: 0d:23h:24m:48s [TRAIN] loss: 0.0493, accu-50: 95.08%, iou: 90.63%, f1: 95.07% 211.37ms [EVAL] [249/249 step] loss: 0.0740, accu-50: 92.53%, iou: 86.26%, f1: 92.60%, 63.70ms
@20230704_0049 [EP 62/500] lr: 0.0056574405170977116, took: 0h:3m:12s, ETA: 0d:23h:21m:36s [TRAIN] loss: 0.0497, accu-50: 95.10%, iou: 90.55%, f1: 95.03% 211.39ms [EVAL] [249/249 step] loss: 0.0743, accu-50: 94.23%, iou: 86.22%, f1: 92.57%, 63.40ms
@20230704_0052 [EP 63/500] lr: 0.005605701822787523, took: 0h:3m:12s, ETA: 0d:23h:18m:24s [TRAIN] loss: 0.0490, accu-50: 95.36%, iou: 90.69%, f1: 95.10% 211.41ms [EVAL] [249/249 step] loss: 0.0661, accu-50: 94.81%, iou: 87.65%, f1: 93.39%, 63.54ms
@20230704_0055 [EP 64/500] lr: 0.00555443624034524, took: 0h:3m:12s, ETA: 0d:23h:15m:12s [TRAIN] loss: 0.0485, accu-50: 95.35%, iou: 90.77%, f1: 95.15% 211.15ms [EVAL] [249/249 step] loss: 0.0684, accu-50: 92.54%, iou: 87.24%, f1: 93.16%, 63.32ms
@20230704_0058 [EP 65/500] lr: 0.005503639578819275, took: 0h:3m:12s, ETA: 0d:23h:12m:0s [TRAIN] loss: 0.0489, accu-50: 95.25%, iou: 90.70%, f1: 95.11% 211.26ms [EVAL] [249/249 step] loss: 0.1027, accu-50: 94.24%, iou: 81.54%, f1: 89.73%, 63.36ms
@20230704_0102 [EP 66/500] lr: 0.005453307647258043, took: 0h:3m:12s, ETA: 0d:23h:8m:48s [TRAIN] loss: 0.0483, accu-50: 95.29%, iou: 90.81%, f1: 95.17% 211.18ms [EVAL] [249/249 step] loss: 0.1030, accu-50: 86.74%, iou: 81.40%, f1: 89.70%, 63.37ms
@20230704_0105 [EP 67/500] lr: 0.005403435789048672, took: 0h:3m:12s, ETA: 0d:23h:5m:36s [TRAIN] loss: 0.0477, accu-50: 95.24%, iou: 90.91%, f1: 95.23% 211.16ms [EVAL] [249/249 step] loss: 0.0732, accu-50: 94.09%, iou: 86.40%, f1: 92.68%, 63.37ms
@20230704_0108 [EP 68/500] lr: 0.005354020278900862, took: 0h:3m:12s, ETA: 0d:23h:2m:24s [TRAIN] loss: 0.0477, accu-50: 95.40%, iou: 90.92%, f1: 95.23% 211.11ms [EVAL] [249/249 step] loss: 0.0670, accu-50: 93.88%, iou: 87.47%, f1: 93.30%, 63.51ms
@20230704_0111 [EP 69/500] lr: 0.00530505646020174, took: 0h:3m:12s, ETA: 0d:22h:59m:12s [TRAIN] loss: 0.0473, accu-50: 95.34%, iou: 90.99%, f1: 95.27% 211.22ms [EVAL] [249/249 step] loss: 0.0674, accu-50: 95.30%, iou: 87.42%, f1: 93.26%, 63.55ms
@20230704_0114 [EP 70/500] lr: 0.0052565401419997215, took: 0h:3m:12s, ETA: 0d:22h:56m:0s [TRAIN] loss: 0.0469, accu-50: 95.45%, iou: 91.06%, f1: 95.31% 211.22ms [EVAL] [249/249 step] loss: 0.1613, accu-50: 97.06%, iou: 72.47%, f1: 83.87%, 63.39ms
@20230704_0118 [EP 71/500] lr: 0.005208468064665794, took: 0h:3m:12s, ETA: 0d:22h:52m:48s [TRAIN] loss: 0.0472, accu-50: 95.44%, iou: 91.01%, f1: 95.28% 211.31ms [EVAL] [249/249 step] loss: 0.0632, accu-50: 94.43%, iou: 88.16%, f1: 93.68%, 63.31ms
@20230704_0121 [EP 72/500] lr: 0.005160835105925798, took: 0h:3m:12s, ETA: 0d:22h:49m:36s [TRAIN] loss: 0.0466, accu-50: 95.33%, iou: 91.12%, f1: 95.34% 211.15ms [EVAL] [249/249 step] loss: 0.1053, accu-50: 91.69%, iou: 81.07%, f1: 89.47%, 63.41ms
@20230704_0124 [EP 73/500] lr: 0.0051136380061507225, took: 0h:3m:12s, ETA: 0d:22h:46m:24s [TRAIN] loss: 0.0462, accu-50: 95.45%, iou: 91.19%, f1: 95.38% 211.30ms [EVAL] [249/249 step] loss: 0.0986, accu-50: 91.48%, iou: 82.14%, f1: 90.14%, 63.20ms
@20230704_0127 [EP 74/500] lr: 0.005066872574388981, took: 0h:3m:12s, ETA: 0d:22h:43m:12s [TRAIN] loss: 0.0462, accu-50: 95.54%, iou: 91.18%, f1: 95.38% 211.13ms [EVAL] [249/249 step] loss: 0.0837, accu-50: 92.28%, iou: 84.61%, f1: 91.63%, 63.33ms
@20230704_0130 [EP 75/500] lr: 0.005020535085350275, took: 0h:3m:12s, ETA: 0d:22h:40m:0s [TRAIN] loss: 0.0462, accu-50: 95.56%, iou: 91.18%, f1: 95.38% 211.15ms [EVAL] [249/249 step] loss: 0.0669, accu-50: 92.26%, iou: 87.50%, f1: 93.31%, 63.33ms
@20230704_0134 [EP 76/500] lr: 0.004974620882421732, took: 0h:3m:12s, ETA: 0d:22h:36m:48s [TRAIN] loss: 0.0461, accu-50: 95.53%, iou: 91.21%, f1: 95.39% 211.14ms [EVAL] [249/249 step] loss: 0.0697, accu-50: 92.21%, iou: 87.02%, f1: 93.03%, 63.46ms
