

** [alpha] Launch Training on 20230831_0528
{
  "HOST": "alpha",
  "SAVE": true,
  "github_log": true,
  "plot": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "gpuIDs": "0,1,2,3",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 15,
  "Flag": true,
  "p": 0.2,
  "acc_thresh": 0.5,
  "batch_size": 14,
  "optimizer": "Adam",
  "loss": "combined_loss",
  "weight_dice": 0.202208082367688,
  "alpha": 0.687479739608844,
  "gamma": 3.462163271866709,
  "early_stop": {
    "enabled": true,
    "patience": 30
  },
  "plateau": {
    "factor": 0.5,
    "patience": 10,
    "min_lr": 5e-06
  },
  "warmup_epochs": 15,
  "lr_scheduling": "exp",
  "lr": 8.67276e-05,
  "stepwise_scheduling": true,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/consolidate_train_db_20230808_1942.txt",
  "eval_annotation": "./Annotations/consolidate_eval_db_20230808_1942.txt",
  "exp_comment": "* Updated Annotations are used\n* Updated consolidate DB used (20230808_1942 version) - Updated DB \n* 4 GPUs are used to train models\n* It's observed that initLr = 0.008 (stepwise) doesn't show good convergence. \n* So, new experiments on LR have been initiated. \n*   1st (0809_1052):    lr  0.004 : Doesn't seem to work\n*   2nd (0809_1202):    lr  0.001 \n* To improve the accuracy, we perform experiments on loss functions:\n*    We compare: dice loss only vs combined_loss (dice_loss (.7) + focal loss (.3) )\n*                For focal loss alpha of 0.25 and gamma of 2.0, lambda_weight of .3 are used \n*      lr (0810_1613) : 0.001\n*      lr (0810_1711): 0.0008\n*\n*      0811_1027: lambda_weight = .7\n*\n*      0811_16xx: equal loss dice_loss + focal_loss + mse\n",
  "numGPUs": 4,
  "finalEPOCH": 0,
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3_ResNet50_NEWDB_20230808.yaml",
  "decay_per_step_factor": 3,
  "numTrainDB": 11830,
  "numEvalDB": 3600
}
@20230831_0530 @20230831_0530 [EP 1/500] lr: 8.223444456234574e-05, took: 115.63s (avg: 115.63s), ETA: 0d:15h:56m:25s [TRAIN] loss: 0.1474, iou: 0.1772, f1: 0.2761 [EVAL] loss: 0.2088, iou: 0.0019, f1: 0.0039
@20230831_0541 @20230831_0541 [EP 12/500] lr: 5.229208545642905e-05, took: 61.11s (avg: 61.11s), ETA: 0d:8h:16m:8s [TRAIN] loss: 0.0157, iou: 0.8603, f1: 0.9247 [EVAL] loss: 0.0428, iou: 0.6721, f1: 0.8025
@20230831_0543 @20230831_0543 [EP 13/500] lr: 5.061662523075938e-05, took: 61.32s (avg: 61.32s), ETA: 0d:8h:15m:7s [TRAIN] loss: 0.0153, iou: 0.8639, f1: 0.9267 [EVAL] loss: 0.0317, iou: 0.7443, f1: 0.8527
@20230831_0544 @20230831_0544 [EP 14/500] lr: 4.904520028503612e-05, took: 61.48s (avg: 61.48s), ETA: 0d:8h:14m:6s [TRAIN] loss: 0.0152, iou: 0.8648, f1: 0.9273 [EVAL] loss: 0.0284, iou: 0.7674, f1: 0.8677
@20230831_0545 @20230831_0545 [EP 15/500] lr: 4.7568413720000535e-05, took: 61.05s (avg: 61.05s), ETA: 0d:8h:13m:5s [TRAIN] loss: 0.0148, iou: 0.8683, f1: 0.9293 [EVAL] loss: 0.0371, iou: 0.7089, f1: 0.8285
@20230831_0546 @20230831_0546 [EP 16/500] lr: 4.617795639205724e-05, took: 61.19s (avg: 61.19s), ETA: 0d:8h:12m:4s [TRAIN] loss: 0.0143, iou: 0.8727, f1: 0.9318 [EVAL] loss: 0.0401, iou: 0.6905, f1: 0.8158
@20230831_0547 @20230831_0547 [EP 17/500] lr: 4.4866479584015906e-05, took: 61.48s (avg: 61.48s), ETA: 0d:8h:11m:3s [TRAIN] loss: 0.0139, iou: 0.8754, f1: 0.9334 [EVAL] loss: 0.0314, iou: 0.7470, f1: 0.8544
@20230831_0548 @20230831_0548 [EP 18/500] lr: 4.3627438572002575e-05, took: 61.04s (avg: 61.04s), ETA: 0d:8h:10m:2s [TRAIN] loss: 0.0139, iou: 0.8759, f1: 0.9337 [EVAL] loss: 0.0289, iou: 0.7652, f1: 0.8664
@20230831_0549 @20230831_0549 [EP 19/500] lr: 4.245499076205306e-05, took: 61.17s (avg: 61.17s), ETA: 0d:8h:9m:1s [TRAIN] loss: 0.0139, iou: 0.8760, f1: 0.9337 [EVAL] loss: 0.0427, iou: 0.6737, f1: 0.8040
@20230831_0550 @20230831_0550 [EP 20/500] lr: 4.134392293053679e-05, took: 61.13s (avg: 61.13s), ETA: 0d:8h:8m:0s [TRAIN] loss: 0.0136, iou: 0.8782, f1: 0.9350 [EVAL] loss: 0.0407, iou: 0.6873, f1: 0.8136
@20230831_0551 @20230831_0551 [EP 21/500] lr: 4.028951298096217e-05, took: 61.04s (avg: 61.04s), ETA: 0d:8h:6m:59s [TRAIN] loss: 0.0132, iou: 0.8818, f1: 0.9370 [EVAL] loss: 0.0271, iou: 0.7777, f1: 0.8744
@20230831_0552 @20230831_0552 [EP 22/500] lr: 3.92875554098282e-05, took: 61.38s (avg: 61.38s), ETA: 0d:8h:5m:58s [TRAIN] loss: 0.0128, iou: 0.8854, f1: 0.9391 [EVAL] loss: 0.0324, iou: 0.7418, f1: 0.8509
@20230831_0553 @20230831_0553 [EP 23/500] lr: 3.833421942545101e-05, took: 61.17s (avg: 61.17s), ETA: 0d:8h:4m:57s [TRAIN] loss: 0.0127, iou: 0.8863, f1: 0.9396 [EVAL] loss: 0.0332, iou: 0.7364, f1: 0.8471
@20230831_0554 @20230831_0554 [EP 24/500] lr: 3.742605258594267e-05, took: 61.08s (avg: 61.08s), ETA: 0d:8h:3m:56s [TRAIN] loss: 0.0128, iou: 0.8854, f1: 0.9391 [EVAL] loss: 0.0229, iou: 0.8084, f1: 0.8935
@20230831_0555 @20230831_0555 [EP 25/500] lr: 3.655992622952908e-05, took: 61.17s (avg: 61.17s), ETA: 0d:8h:2m:55s [TRAIN] loss: 0.0128, iou: 0.8852, f1: 0.9390 [EVAL] loss: 0.0209, iou: 0.8231, f1: 0.9026
@20230831_0556 @20230831_0556 [EP 26/500] lr: 3.5732977266889066e-05, took: 61.94s (avg: 61.94s), ETA: 0d:8h:1m:54s [TRAIN] loss: 0.0127, iou: 0.8862, f1: 0.9395 [EVAL] loss: 0.0282, iou: 0.7713, f1: 0.8703
@20230831_0557 @20230831_0557 [EP 27/500] lr: 3.4942608181154355e-05, took: 61.20s (avg: 61.20s), ETA: 0d:8h:0m:53s [TRAIN] loss: 0.0125, iou: 0.8883, f1: 0.9407 [EVAL] loss: 0.0274, iou: 0.7775, f1: 0.8742
@20230831_0558 @20230831_0558 [EP 28/500] lr: 3.4186450648121536e-05, took: 61.52s (avg: 61.52s), ETA: 0d:7h:59m:52s [TRAIN] loss: 0.0121, iou: 0.8909, f1: 0.9422 [EVAL] loss: 0.0250, iou: 0.7938, f1: 0.8844
@20230831_0559 @20230831_0559 [EP 29/500] lr: 3.346232551848516e-05, took: 62.07s (avg: 62.07s), ETA: 0d:8h:6m:42s [TRAIN] loss: 0.0119, iou: 0.8932, f1: 0.9435 [EVAL] loss: 0.0220, iou: 0.8150, f1: 0.8975
@20230831_0600 @20230831_0600 [EP 30/500] lr: 3.276823917985894e-05, took: 61.13s (avg: 61.13s), ETA: 0d:7h:57m:50s [TRAIN] loss: 0.0117, iou: 0.8948, f1: 0.9443 [EVAL] loss: 0.0253, iou: 0.7919, f1: 0.8832
@20230831_0601 @20230831_0601 [EP 31/500] lr: 3.210236536688171e-05, took: 61.12s (avg: 61.12s), ETA: 0d:7h:56m:49s [TRAIN] loss: 0.0116, iou: 0.8955, f1: 0.9448 [EVAL] loss: 0.0296, iou: 0.7623, f1: 0.8644
@20230831_0602 @20230831_0602 [EP 32/500] lr: 3.146301241940819e-05, took: 61.41s (avg: 61.41s), ETA: 0d:7h:55m:48s [TRAIN] loss: 0.0114, iou: 0.8972, f1: 0.9457 [EVAL] loss: 0.0301, iou: 0.7590, f1: 0.8621
@20230831_0603 @20230831_0603 [EP 33/500] lr: 3.084862692048773e-05, took: 61.18s (avg: 61.18s), ETA: 0d:7h:54m:47s [TRAIN] loss: 0.0112, iou: 0.8989, f1: 0.9466 [EVAL] loss: 0.0273, iou: 0.7781, f1: 0.8745
@20230831_0604 @20230831_0604 [EP 34/500] lr: 3.0257777325459756e-05, took: 61.07s (avg: 61.07s), ETA: 0d:7h:53m:46s [TRAIN] loss: 0.0112, iou: 0.8993, f1: 0.9468 [EVAL] loss: 0.0231, iou: 0.8083, f1: 0.8935
@20230831_0606 @20230831_0606 [EP 35/500] lr: 2.9689137591049075e-05, took: 61.44s (avg: 61.44s), ETA: 0d:7h:52m:45s [TRAIN] loss: 0.0111, iou: 0.8998, f1: 0.9472 [EVAL] loss: 0.0238, iou: 0.8031, f1: 0.8902
@20230831_0607 @20230831_0607 [EP 36/500] lr: 2.914147262345068e-05, took: 61.10s (avg: 61.10s), ETA: 0d:7h:51m:44s [TRAIN] loss: 0.0110, iou: 0.9010, f1: 0.9478 [EVAL] loss: 0.0244, iou: 0.7988, f1: 0.8876
@20230831_0608 @20230831_0608 [EP 37/500] lr: 2.861365101125557e-05, took: 61.13s (avg: 61.13s), ETA: 0d:7h:50m:43s [TRAIN] loss: 0.0110, iou: 0.9012, f1: 0.9479 [EVAL] loss: 0.0220, iou: 0.8160, f1: 0.8981
@20230831_0609 @20230831_0609 [EP 38/500] lr: 2.8104608645662665e-05, took: 61.49s (avg: 61.49s), ETA: 0d:7h:49m:42s [TRAIN] loss: 0.0110, iou: 0.9005, f1: 0.9475 [EVAL] loss: 0.0268, iou: 0.7822, f1: 0.8770
@20230831_0610 @20230831_0610 [EP 39/500] lr: 2.761336145340465e-05, took: 61.06s (avg: 61.06s), ETA: 0d:7h:48m:41s [TRAIN] loss: 0.0112, iou: 0.8990, f1: 0.9467 [EVAL] loss: 0.0284, iou: 0.7719, f1: 0.8706
@20230831_0611 @20230831_0611 [EP 40/500] lr: 2.7138990844832733e-05, took: 61.22s (avg: 61.22s), ETA: 0d:7h:47m:40s [TRAIN] loss: 0.0113, iou: 0.8986, f1: 0.9465 [EVAL] loss: 0.0278, iou: 0.7755, f1: 0.8730
@20230831_0612 @20230831_0612 [EP 41/500] lr: 2.6680643713916652e-05, took: 61.09s (avg: 61.09s), ETA: 0d:7h:46m:39s [TRAIN] loss: 0.0111, iou: 0.9000, f1: 0.9473 [EVAL] loss: 0.0248, iou: 0.7966, f1: 0.8863
@20230831_0613 @20230831_0613 [EP 42/500] lr: 2.6237523343297653e-05, took: 61.06s (avg: 61.06s), ETA: 0d:7h:45m:38s [TRAIN] loss: 0.0110, iou: 0.9008, f1: 0.9477 [EVAL] loss: 0.0230, iou: 0.8093, f1: 0.8941
@20230831_0614 @20230831_0614 [EP 43/500] lr: 2.5808880309341475e-05, took: 61.04s (avg: 61.04s), ETA: 0d:7h:44m:37s [TRAIN] loss: 0.0109, iou: 0.9018, f1: 0.9483 [EVAL] loss: 0.0225, iou: 0.8130, f1: 0.8964
@20230831_0615 @20230831_0615 [EP 44/500] lr: 2.539401793910656e-05, took: 61.18s (avg: 61.18s), ETA: 0d:7h:43m:36s [TRAIN] loss: 0.0105, iou: 0.9049, f1: 0.9500 [EVAL] loss: 0.0246, iou: 0.7989, f1: 0.8876
@20230831_0616 @20230831_0616 [EP 45/500] lr: 2.4992281396407634e-05, took: 61.30s (avg: 61.30s), ETA: 0d:7h:42m:35s [TRAIN] loss: 0.0103, iou: 0.9067, f1: 0.9510 [EVAL] loss: 0.0275, iou: 0.7786, f1: 0.8748
@20230831_0617 @20230831_0617 [EP 46/500] lr: 2.4603059500805102e-05, took: 61.41s (avg: 61.41s), ETA: 0d:7h:41m:34s [TRAIN] loss: 0.0102, iou: 0.9082, f1: 0.9518 [EVAL] loss: 0.0283, iou: 0.7724, f1: 0.8709
@20230831_0618 @20230831_0618 [EP 47/500] lr: 2.4225771994679235e-05, took: 61.16s (avg: 61.16s), ETA: 0d:7h:40m:33s [TRAIN] loss: 0.0101, iou: 0.9089, f1: 0.9522 [EVAL] loss: 0.0277, iou: 0.7768, f1: 0.8737
@20230831_0619 @20230831_0619 [EP 48/500] lr: 2.3859882276155986e-05, took: 61.20s (avg: 61.20s), ETA: 0d:7h:39m:32s [TRAIN] loss: 0.0101, iou: 0.9090, f1: 0.9522 [EVAL] loss: 0.0259, iou: 0.7893, f1: 0.8816
@20230831_0620 @20230831_0620 [EP 49/500] lr: 2.3504882847191766e-05, took: 61.43s (avg: 61.43s), ETA: 0d:7h:38m:31s [TRAIN] loss: 0.0100, iou: 0.9092, f1: 0.9523 [EVAL] loss: 0.0240, iou: 0.8032, f1: 0.8903
@20230831_0621 @20230831_0621 [EP 50/500] lr: 2.3160288037615828e-05, took: 61.16s (avg: 61.16s), ETA: 0d:7h:37m:30s [TRAIN] loss: 0.0100, iou: 0.9092, f1: 0.9523 [EVAL] loss: 0.0209, iou: 0.8250, f1: 0.9037
@20230831_0622 @20230831_0622 [EP 51/500] lr: 2.2825654014013708e-05, took: 61.14s (avg: 61.14s), ETA: 0d:7h:36m:29s [TRAIN] loss: 0.0101, iou: 0.9090, f1: 0.9523 [EVAL] loss: 0.0220, iou: 0.8174, f1: 0.8991
@20230831_0623 @20230831_0623 [EP 52/500] lr: 2.250055331387557e-05, took: 61.44s (avg: 61.44s), ETA: 0d:7h:35m:28s [TRAIN] loss: 0.0100, iou: 0.9092, f1: 0.9524 [EVAL] loss: 0.0214, iou: 0.8213, f1: 0.9014
@20230831_0624 @20230831_0624 [EP 53/500] lr: 2.218458212155383e-05, took: 61.10s (avg: 61.10s), ETA: 0d:7h:34m:27s [TRAIN] loss: 0.0101, iou: 0.9088, f1: 0.9522 [EVAL] loss: 0.0207, iou: 0.8270, f1: 0.9049
@20230831_0625 @20230831_0625 [EP 54/500] lr: 2.1877360268263146e-05, took: 61.04s (avg: 61.04s), ETA: 0d:7h:33m:26s [TRAIN] loss: 0.0101, iou: 0.9086, f1: 0.9520 [EVAL] loss: 0.0257, iou: 0.7912, f1: 0.8828
@20230831_0626 @20230831_0626 [EP 55/500] lr: 2.1578533051069826e-05, took: 61.10s (avg: 61.10s), ETA: 0d:7h:32m:25s [TRAIN] loss: 0.0100, iou: 0.9095, f1: 0.9525 [EVAL] loss: 0.0386, iou: 0.7039, f1: 0.8252
@20230831_0627 @20230831_0627 [EP 56/500] lr: 2.1287760318955407e-05, took: 61.09s (avg: 61.09s), ETA: 0d:7h:31m:24s [TRAIN] loss: 0.0100, iou: 0.9098, f1: 0.9527 [EVAL] loss: 0.0330, iou: 0.7408, f1: 0.8502
@20230831_0629 @20230831_0629 [EP 57/500] lr: 2.100471465382725e-05, took: 61.14s (avg: 61.14s), ETA: 0d:7h:30m:23s [TRAIN] loss: 0.0097, iou: 0.9121, f1: 0.9540 [EVAL] loss: 0.0265, iou: 0.7857, f1: 0.8794
@20230831_0630 @20230831_0630 [EP 58/500] lr: 2.0729103198391385e-05, took: 61.13s (avg: 61.13s), ETA: 0d:7h:29m:22s [TRAIN] loss: 0.0094, iou: 0.9147, f1: 0.9554 [EVAL] loss: 0.0218, iou: 0.8186, f1: 0.8998
@20230831_0631 @20230831_0631 [EP 59/500] lr: 2.0460629457375035e-05, took: 61.05s (avg: 61.05s), ETA: 0d:7h:28m:21s [TRAIN] loss: 0.0092, iou: 0.9166, f1: 0.9564 [EVAL] loss: 0.0210, iou: 0.8247, f1: 0.9035
@20230831_0632 @20230831_0632 [EP 60/500] lr: 2.0199018763378263e-05, took: 61.04s (avg: 61.04s), ETA: 0d:7h:27m:20s [TRAIN] loss: 0.0091, iou: 0.9172, f1: 0.9568 [EVAL] loss: 0.0211, iou: 0.8243, f1: 0.9032
@20230831_0633 @20230831_0633 [EP 61/500] lr: 1.9944016457884572e-05, took: 61.06s (avg: 61.06s), ETA: 0d:7h:26m:19s [TRAIN] loss: 0.0091, iou: 0.9174, f1: 0.9568 [EVAL] loss: 0.0210, iou: 0.8247, f1: 0.9035
@20230831_0634 @20230831_0634 [EP 62/500] lr: 1.9695371520356275e-05, took: 61.36s (avg: 61.36s), ETA: 0d:7h:25m:18s [TRAIN] loss: 0.0091, iou: 0.9174, f1: 0.9568 [EVAL] loss: 0.0221, iou: 0.8169, f1: 0.8988
@20230831_0635 @20230831_0635 [EP 63/500] lr: 1.9452849301160313e-05, took: 61.25s (avg: 61.25s), ETA: 0d:7h:24m:17s [TRAIN] loss: 0.0091, iou: 0.9173, f1: 0.9568 [EVAL] loss: 0.0244, iou: 0.8004, f1: 0.8886
@20230831_0636 @20230831_0636 [EP 64/500] lr: 1.921622606460005e-05, took: 61.20s (avg: 61.20s), ETA: 0d:7h:23m:16s [TRAIN] loss: 0.0092, iou: 0.9166, f1: 0.9564 [EVAL] loss: 0.0242, iou: 0.8018, f1: 0.8894
@20230831_0637 @20230831_0637 [EP 65/500] lr: 1.898529262689408e-05, took: 61.28s (avg: 61.28s), ETA: 0d:7h:22m:15s [TRAIN] loss: 0.0093, iou: 0.9162, f1: 0.9562 [EVAL] loss: 0.0227, iou: 0.8123, f1: 0.8959
@20230831_0638 @20230831_0638 [EP 66/500] lr: 1.8759841623250395e-05, took: 61.49s (avg: 61.49s), ETA: 0d:7h:21m:14s [TRAIN] loss: 0.0092, iou: 0.9166, f1: 0.9564 [EVAL] loss: 0.0217, iou: 0.8200, f1: 0.9006
@20230831_0639 @20230831_0639 [EP 67/500] lr: 1.853968387877103e-05, took: 61.16s (avg: 61.16s), ETA: 0d:7h:20m:13s [TRAIN] loss: 0.0091, iou: 0.9172, f1: 0.9567 [EVAL] loss: 0.0224, iou: 0.8148, f1: 0.8974
@20230831_0640 @20230831_0640 [EP 68/500] lr: 1.832463385653682e-05, took: 61.14s (avg: 61.14s), ETA: 0d:7h:19m:12s [TRAIN] loss: 0.0091, iou: 0.9177, f1: 0.9570 [EVAL] loss: 0.0239, iou: 0.8047, f1: 0.8912
@20230831_0641 @20230831_0641 [EP 69/500] lr: 1.811451329558622e-05, took: 61.18s (avg: 61.18s), ETA: 0d:7h:18m:11s [TRAIN] loss: 0.0090, iou: 0.9181, f1: 0.9573 [EVAL] loss: 0.0255, iou: 0.7931, f1: 0.8840
@20230831_0642 @20230831_0642 [EP 70/500] lr: 1.790915848687291e-05, took: 61.21s (avg: 61.21s), ETA: 0d:7h:17m:10s [TRAIN] loss: 0.0090, iou: 0.9182, f1: 0.9573 [EVAL] loss: 0.0261, iou: 0.7893, f1: 0.8816
@20230831_0643 @20230831_0643 [EP 71/500] lr: 1.7708407540339977e-05, took: 61.08s (avg: 61.08s), ETA: 0d:7h:16m:9s [TRAIN] loss: 0.0091, iou: 0.9175, f1: 0.9569 [EVAL] loss: 0.0274, iou: 0.7797, f1: 0.8755
@20230831_0644 @20230831_0644 [EP 72/500] lr: 1.7512105841888115e-05, took: 61.00s (avg: 61.00s), ETA: 0d:7h:8m:0s [TRAIN] loss: 0.0092, iou: 0.9168, f1: 0.9565 [EVAL] loss: 0.0218, iou: 0.8191, f1: 0.9001
@20230831_0645 @20230831_0645 [EP 73/500] lr: 1.7320109691354446e-05, took: 61.07s (avg: 61.07s), ETA: 0d:7h:14m:7s [TRAIN] loss: 0.0093, iou: 0.9162, f1: 0.9562 [EVAL] loss: 0.0201, iou: 0.8309, f1: 0.9072
@20230831_0646 @20230831_0646 [EP 74/500] lr: 1.7132279026554897e-05, took: 60.95s (avg: 60.95s), ETA: 0d:7h:6m:0s [TRAIN] loss: 0.0093, iou: 0.9158, f1: 0.9559 [EVAL] loss: 0.0206, iou: 0.8280, f1: 0.9054
@20230831_0647 @20230831_0647 [EP 75/500] lr: 1.6948477423284203e-05, took: 61.06s (avg: 61.06s), ETA: 0d:7h:12m:5s [TRAIN] loss: 0.0092, iou: 0.9170, f1: 0.9566 [EVAL] loss: 0.0214, iou: 0.8223, f1: 0.9020
@20230831_0648 @20230831_0648 [EP 76/500] lr: 1.676857573329471e-05, took: 61.07s (avg: 61.07s), ETA: 0d:7h:11m:4s [TRAIN] loss: 0.0091, iou: 0.9179, f1: 0.9571 [EVAL] loss: 0.0214, iou: 0.8226, f1: 0.9021
@20230831_0649 @20230831_0649 [EP 77/500] lr: 1.659245572227519e-05, took: 60.99s (avg: 60.99s), ETA: 0d:7h:3m:0s [TRAIN] loss: 0.0089, iou: 0.9189, f1: 0.9577 [EVAL] loss: 0.0229, iou: 0.8118, f1: 0.8956
@20230831_0650 @20230831_0650 [EP 78/500] lr: 1.6419995517935604e-05, took: 61.22s (avg: 61.22s), ETA: 0d:7h:9m:2s [TRAIN] loss: 0.0088, iou: 0.9204, f1: 0.9585 [EVAL] loss: 0.0235, iou: 0.8076, f1: 0.8930
@20230831_0651 @20230831_0651 [EP 79/500] lr: 1.6251084161922336e-05, took: 61.04s (avg: 61.04s), ETA: 0d:7h:8m:1s [TRAIN] loss: 0.0086, iou: 0.9216, f1: 0.9591 [EVAL] loss: 0.0243, iou: 0.8018, f1: 0.8894
@20230831_0653 @20230831_0653 [EP 80/500] lr: 1.6085614333860576e-05, took: 61.21s (avg: 61.21s), ETA: 0d:7h:7m:0s [TRAIN] loss: 0.0086, iou: 0.9219, f1: 0.9593 [EVAL] loss: 0.0243, iou: 0.8020, f1: 0.8895
@20230831_0654 @20230831_0654 [EP 81/500] lr: 1.5923476894386113e-05, took: 61.18s (avg: 61.18s), ETA: 0d:7h:5m:59s [TRAIN] loss: 0.0086, iou: 0.9221, f1: 0.9594 [EVAL] loss: 0.0221, iou: 0.8178, f1: 0.8993
@20230831_0655 @20230831_0655 [EP 82/500] lr: 1.576457725604996e-05, took: 61.28s (avg: 61.28s), ETA: 0d:7h:4m:58s [TRAIN] loss: 0.0086, iou: 0.9223, f1: 0.9595 [EVAL] loss: 0.0221, iou: 0.8168, f1: 0.8987
@20230831_0656 @20230831_0656 [EP 83/500] lr: 1.560881719342433e-05, took: 62.10s (avg: 62.10s), ETA: 0d:7h:10m:54s [TRAIN] loss: 0.0085, iou: 0.9224, f1: 0.9596 [EVAL] loss: 0.0226, iou: 0.8137, f1: 0.8968
